* Measurement data measured by REW V5.20.5
* Source: C:\Users\jerry\Desktop\S12 Foam Right.csv
* Format: Comma/Tab/Space delimited data
* Dated: 26-May-2022 13:28:04
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\jerry\Desktop\S12 Foam Right.csv Format: Comma/Tab/Space delimited data 720 values loaded, 3 Hz to 21,889 Hz log spaced
* Measurement: S12 Foam Right
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	118.557
20.299999	118.605
20.600000	118.653
20.900000	118.701
21.200001	118.748
21.400000	118.778
21.799999	118.837
22.000000	118.866
22.400000	118.920
22.700001	118.959
23.000000	118.998
23.299999	119.034
23.600000	119.070
24.000000	119.114
24.299999	119.146
24.700001	119.185
25.000000	119.211
25.400000	119.244
25.799999	119.273
26.200001	119.299
26.500000	119.315
26.900000	119.333
27.200001	119.342
27.600000	119.349
28.000000	119.352
28.500000	119.354
29.000000	119.358
29.500000	119.368
30.000000	119.384
30.400000	119.402
30.700001	119.417
31.100000	119.438
31.500000	119.458
32.000000	119.478
32.500000	119.486
33.000000	119.483
33.500000	119.474
34.000000	119.462
34.500000	119.454
35.000000	119.452
35.500000	119.456
36.000000	119.467
36.500000	119.481
37.000000	119.492
37.500000	119.491
38.200001	119.459
38.700001	119.415
39.500000	119.332
40.000000	119.294
40.599998	119.278
41.200001	119.294
41.799999	119.329
42.500000	119.365
43.099998	119.376
43.700001	119.366
44.400002	119.337
45.000000	119.311
45.500000	119.299
46.200001	119.302
46.799999	119.323
47.500000	119.353
48.200001	119.372
48.700001	119.374
49.400002	119.362
50.000000	119.344
50.799999	119.314
51.500000	119.285
52.200001	119.253
53.000000	119.212
53.799999	119.164
54.500000	119.114
55.200001	119.060
56.000000	119.002
57.000000	118.955
58.000000	118.934
59.000000	118.920
60.000000	118.906
60.799999	118.894
61.500000	118.879
62.200001	118.855
63.000000	118.817
64.000000	118.767
65.000000	118.736
66.000000	118.725
67.000000	118.718
68.000000	118.701
69.000000	118.672
70.000000	118.628
71.000000	118.572
72.000000	118.512
73.000000	118.458
74.000000	118.412
75.000000	118.369
76.199997	118.313
77.500000	118.255
78.800003	118.220
80.000000	118.207
81.199997	118.196
82.500000	118.170
83.800003	118.109
85.000000	118.023
86.199997	117.939
87.500000	117.874
