* Measurement data measured by REW V5.20.8
* Source: C:\Users\DABKING\Downloads\harman_over-ear_2015.csv
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 7. 13 ���� 8:03:53
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Downloads\harman_over-ear_2015.csv Format: Comma/Tab/Space delimited data 695 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: harman_over-ear_2015
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.299999	89.487
20.600000	89.487
20.900000	89.486
21.200001	89.478
21.400000	89.469
21.799999	89.451
22.000000	89.441
22.400000	89.422
22.700001	89.405
23.000000	89.392
23.299999	89.388
23.600000	89.387
24.000000	89.387
24.299999	89.387
24.700001	89.387
25.000000	89.387
25.400000	89.387
25.799999	89.389
26.200001	89.396
26.500000	89.402
26.900000	89.416
27.200001	89.429
27.600000	89.449
28.000000	89.465
28.500000	89.477
29.000000	89.485
29.500000	89.487
30.000000	89.490
30.400000	89.496
30.700001	89.501
31.100000	89.513
31.500000	89.531
32.000000	89.557
32.500000	89.574
33.000000	89.585
33.500000	89.587
34.000000	89.587
34.500000	89.587
35.000000	89.587
35.500000	89.587
36.000000	89.587
36.500000	89.587
37.000000	89.587
37.500000	89.587
38.200001	89.587
38.700001	89.587
39.500000	89.587
40.000000	89.583
40.599998	89.567
41.200001	89.549
41.799999	89.526
42.500000	89.501
43.099998	89.490
43.700001	89.488
44.400002	89.487
45.000000	89.487
45.500000	89.486
46.200001	89.479
46.799999	89.463
47.500000	89.441
48.200001	89.422
48.700001	89.408
49.400002	89.387
50.000000	89.368
50.799999	89.345
51.500000	89.327
52.200001	89.308
53.000000	89.286
53.799999	89.264
54.500000	89.248
55.200001	89.229
56.000000	89.208
57.000000	89.184
58.000000	89.160
59.000000	89.138
60.000000	89.109
60.799999	89.083
61.500000	89.048
62.200001	89.003
63.000000	88.948
64.000000	88.886
65.000000	88.819
66.000000	88.751
67.000000	88.686
68.000000	88.621
69.000000	88.559
70.000000	88.499
71.000000	88.436
72.000000	88.378
73.000000	88.319
74.000000	88.258
75.000000	88.200
76.199997	88.134
77.500000	88.059
78.800003	87.986
80.000000	87.923
81.199997	87.853
82.500000	87.762
83.800003	87.669
85.000000	87.588
86.199997	87.513
87.500000	87.444
88.500000	87.394
90.000000	87.318
91.199997	87.259
92.500000	87.195
93.800003	87.119
95.000000	87.048
96.199997	86.976
97.500000	86.899
98.800003	86.825
100.000000	86.755
101.500000	86.671
103.000000	86.585
104.400002	86.507
106.000000	86.422
107.500000	86.344
109.000000	86.263
110.599998	86.178
112.000000	86.108
113.800003	86.019
115.000000	85.959
117.199997	85.846
118.000000	85.805
120.599998	85.681
122.000000	85.622
124.099998	85.540
125.000000	85.507
126.500000	85.450
128.000000	85.397
131.500000	85.287
