* Measurement data measured by REW V5.20.5
* Source: C:\Users\jerry\Desktop\S12 Foam LEFT.csv
* Format: Comma/Tab/Space delimited data
* Dated: 26-May-2022 13:22:55
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\jerry\Desktop\S12 Foam LEFT.csv Format: Comma/Tab/Space delimited data 720 values loaded, 3 Hz to 21,889 Hz log spaced
* Measurement: S12 Foam LEFT
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
16500.000000	101.602
16750.000000	102.092
17000.000000	102.329
17250.000000	102.149
17500.000000	101.526
17750.000000	100.559
18000.000000	99.376
18250.000000	98.096
18500.000000	96.817
18750.000000	95.587
19000.000000	94.419
19250.000000	93.325
19500.000000	92.390
19750.000000	91.736
20000.000000	91.287
