* Measurement data measured by REW V5.20.5
* Source: C:\Users\jerry\Desktop\S12 Foam LEFT.csv
* Format: Comma/Tab/Space delimited data
* Dated: 26-May-2022 13:22:55
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\jerry\Desktop\S12 Foam LEFT.csv Format: Comma/Tab/Space delimited data 720 values loaded, 3 Hz to 21,889 Hz log spaced
* Measurement: S12 Foam LEFT
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	118.576
20.299999	118.598
20.600000	118.616
20.900000	118.629
21.200001	118.638
21.400000	118.641
21.799999	118.640
22.000000	118.636
22.400000	118.621
22.700001	118.607
23.000000	118.591
23.299999	118.576
23.600000	118.564
24.000000	118.556
24.299999	118.556
24.700001	118.562
25.000000	118.570
25.400000	118.582
25.799999	118.596
26.200001	118.611
26.500000	118.624
26.900000	118.641
27.200001	118.654
27.600000	118.674
28.000000	118.695
28.500000	118.721
29.000000	118.747
29.500000	118.768
30.000000	118.784
30.400000	118.792
30.700001	118.796
31.100000	118.799
31.500000	118.799
32.000000	118.795
32.500000	118.784
33.000000	118.766
33.500000	118.741
34.000000	118.716
34.500000	118.694
35.000000	118.683
35.500000	118.684
36.000000	118.695
36.500000	118.710
37.000000	118.722
37.500000	118.727
38.200001	118.716
38.700001	118.697
39.500000	118.662
40.000000	118.646
40.599998	118.639
41.200001	118.646
41.799999	118.660
42.500000	118.675
43.099998	118.678
43.700001	118.671
44.400002	118.656
45.000000	118.641
45.500000	118.632
46.200001	118.626
46.799999	118.626
47.500000	118.627
48.200001	118.616
48.700001	118.593
49.400002	118.541
50.000000	118.486
50.799999	118.413
51.500000	118.356
52.200001	118.305
53.000000	118.256
53.799999	118.220
54.500000	118.202
55.200001	118.194
56.000000	118.192
57.000000	118.194
58.000000	118.200
59.000000	118.189
60.000000	118.137
60.799999	118.073
61.500000	118.026
62.200001	118.005
63.000000	118.013
64.000000	118.034
65.000000	118.024
66.000000	117.978
67.000000	117.915
68.000000	117.846
69.000000	117.777
70.000000	117.718
71.000000	117.675
72.000000	117.646
73.000000	117.627
74.000000	117.612
75.000000	117.586
76.199997	117.526
77.500000	117.445
78.800003	117.400
80.000000	117.384
81.199997	117.341
82.500000	117.256
83.800003	117.179
85.000000	117.132
86.199997	117.082
87.500000	117.002
88.500000	116.933
90.000000	116.843
91.199997	116.801
92.500000	116.790
93.800003	116.797
95.000000	116.792
96.199997	116.763
97.500000	116.705
98.800003	116.633
100.000000	116.569
101.500000	116.490
103.000000	116.383
104.400002	116.277
106.000000	116.216
107.500000	116.212
109.000000	116.202
110.599998	116.159
112.000000	116.105
113.800003	116.045
115.000000	116.011
117.199997	115.922
118.000000	115.882
120.599998	115.782
122.000000	115.760
124.099998	115.738
125.000000	115.722
126.500000	115.683
128.000000	115.633
131.500000	115.501
132.000000	115.487
134.000000	115.428
136.000000	115.313
138.000000	115.182
140.000000	115.095
143.000000	114.987
145.000000	114.931
147.500000	114.898
150.000000	114.893
152.500000	114.863
155.000000	114.755
157.500000	114.638
160.000000	114.582
162.500000	114.532
165.000000	114.474
167.500000	114.398
170.000000	114.276
172.500000	114.164
175.000000	114.099
177.500000	114.064
180.000000	114.035
182.500000	113.980
185.000000	113.887
187.500000	113.780
190.000000	113.701
192.500000	113.664
195.000000	113.627
197.500000	113.549
200.000000	113.459
203.000000	113.397
206.000000	113.367
209.000000	113.338
212.000000	113.282
214.000000	113.234
218.000000	113.140
220.000000	113.074
224.000000	112.932
227.000000	112.893
230.000000	112.912
233.000000	112.929
236.000000	112.881
240.000000	112.723
243.000000	112.634
247.000000	112.576
250.000000	112.525
254.000000	112.461
258.000000	112.401
262.000000	112.328
265.000000	112.285
269.000000	112.245
272.000000	112.205
276.000000	112.145
280.000000	112.128
285.000000	112.103
290.000000	111.989
295.000000	111.899
300.000000	111.827
304.000000	111.733
307.000000	111.672
311.000000	111.631
315.000000	111.594
320.000000	111.522
325.000000	111.462
330.000000	111.417
335.000000	111.384
340.000000	111.385
345.000000	111.380
350.000000	111.301
355.000000	111.180
360.000000	111.096
365.000000	111.074
370.000000	111.068
375.000000	111.033
382.000000	110.994
387.000000	110.979
395.000000	110.917
400.000000	110.881
406.000000	110.860
412.000000	110.855
418.000000	110.816
425.000000	110.760
431.000000	110.730
437.000000	110.661
444.000000	110.594
450.000000	110.590
455.000000	110.584
462.000000	110.546
468.000000	110.498
475.000000	110.439
482.000000	110.417
487.000000	110.424
494.000000	110.414
500.000000	110.372
508.000000	110.312
515.000000	110.266
522.000000	110.232
530.000000	110.254
538.000000	110.294
545.000000	110.276
552.000000	110.223
560.000000	110.184
570.000000	110.181
580.000000	110.210
590.000000	110.252
600.000000	110.241
608.000000	110.202
615.000000	110.178
622.000000	110.175
630.000000	110.183
640.000000	110.201
650.000000	110.229
660.000000	110.273
670.000000	110.350
680.000000	110.406
690.000000	110.380
700.000000	110.339
710.000000	110.345
720.000000	110.367
730.000000	110.393
740.000000	110.437
750.000000	110.489
762.000000	110.536
775.000000	110.575
788.000000	110.603
800.000000	110.624
812.000000	110.669
825.000000	110.741
838.000000	110.824
850.000000	110.924
862.000000	111.026
875.000000	111.102
885.000000	111.136
900.000000	111.166
912.000000	111.199
925.000000	111.282
938.000000	111.398
950.000000	111.505
962.000000	111.605
975.000000	111.720
988.000000	111.832
1000.000000	111.920
1015.000000	112.028
1030.000000	112.158
1044.000000	112.291
1060.000000	112.435
1075.000000	112.538
1090.000000	112.633
1106.000000	112.761
1120.000000	112.899
1138.000000	113.086
1150.000000	113.197
1172.000000	113.362
1180.000000	113.413
1206.000000	113.559
1220.000000	113.653
1241.000000	113.819
1250.000000	113.893
1265.000000	114.019
1280.000000	114.159
1315.000000	114.489
1320.000000	114.525
1340.000000	114.659
1360.000000	114.836
1380.000000	115.040
1400.000000	115.240
1430.000000	115.617
1450.000000	115.876
1475.000000	116.144
1500.000000	116.428
1525.000000	116.750
1550.000000	117.060
1575.000000	117.305
1600.000000	117.512
1625.000000	117.721
1650.000000	117.916
1675.000000	118.089
1700.000000	118.250
1725.000000	118.421
1750.000000	118.600
1775.000000	118.754
1800.000000	118.853
1825.000000	118.902
1850.000000	118.945
1875.000000	119.010
1900.000000	119.062
1925.000000	119.086
1950.000000	119.090
1975.000000	119.068
2000.000000	119.008
2030.000000	118.926
2060.000000	118.919
2090.000000	118.972
2120.000000	119.012
2140.000000	119.030
2180.000000	119.094
2200.000000	119.138
2240.000000	119.203
2270.000000	119.225
2300.000000	119.237
2330.000000	119.243
2360.000000	119.229
2400.000000	119.168
2430.000000	119.106
2470.000000	119.022
2500.000000	118.946
2540.000000	118.833
2580.000000	118.697
2620.000000	118.520
2650.000000	118.382
2690.000000	118.222
2720.000000	118.114
2760.000000	117.977
2800.000000	117.838
2850.000000	117.654
2900.000000	117.462
2950.000000	117.240
3000.000000	117.002
3040.000000	116.833
3070.000000	116.719
3110.000000	116.572
3150.000000	116.431
3200.000000	116.257
3250.000000	116.065
3300.000000	115.885
3350.000000	115.765
3400.000000	115.678
3450.000000	115.584
3500.000000	115.461
3550.000000	115.301
3600.000000	115.137
3650.000000	115.014
3700.000000	114.964
3750.000000	114.978
3820.000000	115.021
3870.000000	115.047
3950.000000	115.106
4000.000000	115.163
4060.000000	115.239
4120.000000	115.320
4180.000000	115.410
4250.000000	115.518
4310.000000	115.601
4370.000000	115.674
4440.000000	115.776
4500.000000	115.902
4550.000000	116.014
4620.000000	116.161
4680.000000	116.301
4750.000000	116.485
4820.000000	116.658
4870.000000	116.776
4940.000000	116.935
5000.000000	117.042
5080.000000	117.107
5150.000000	117.088
5220.000000	116.985
5300.000000	116.740
5380.000000	116.380
5450.000000	116.016
5520.000000	115.691
5600.000000	115.481
5700.000000	115.447
5800.000000	115.484
5900.000000	115.490
6000.000000	115.432
6080.000000	115.336
6150.000000	115.227
6220.000000	115.102
6300.000000	114.949
6400.000000	114.761
6500.000000	114.585
6600.000000	114.412
6700.000000	114.252
6800.000000	114.126
6900.000000	114.025
7000.000000	113.926
7100.000000	113.801
7200.000000	113.637
7300.000000	113.500
7400.000000	113.528
7500.000000	113.956
7620.000000	115.202
7750.000000	116.815
7880.000000	117.831
8000.000000	118.191
8120.000000	118.306
8250.000000	118.366
8380.000000	118.383
8500.000000	118.328
8620.000000	118.164
8750.000000	117.851
8850.000000	117.540
9000.000000	117.053
9120.000000	116.709
9250.000000	116.406
9380.000000	116.170
9500.000000	115.973
9620.000000	115.740
9750.000000	115.395
9880.000000	114.903
10000.000000	114.270
10150.000000	113.209
10300.000000	111.911
10440.000000	110.568
10600.000000	108.906
10750.000000	107.301
10900.000000	105.766
11060.000000	104.274
11200.000000	103.067
11380.000000	101.648
11500.000000	100.788
11720.000000	99.369
11800.000000	98.883
12060.000000	97.395
12200.000000	96.745
12410.000000	96.141
12500.000000	96.034
12650.000000	96.036
12800.000000	96.203
13150.000000	96.877
13200.000000	96.995
13400.000000	97.545
13600.000000	98.209
13800.000000	98.918
14000.000000	99.624
14300.000000	100.574
14500.000000	101.049
14750.000000	101.359
15000.000000	101.346
15250.000000	101.147
15500.000000	100.914
15750.000000	100.791
16000.000000	100.845
16250.000000	101.117
