x	Curve1













21.0805	34.5049
21.3844	34.4902
21.6927	34.4763
22.0054	34.4637
22.3226	34.4533
22.6444	34.4457
22.9708	34.4418
23.3019	34.4423
23.6378	34.4482
23.979	34.4591
24.324	34.4743
24.675	34.4927
25.031	34.5134
25.391	34.5353
25.757	34.5572
26.129	34.5782
26.505	34.5978
26.887	34.6161
27.275	34.6332
27.668	34.6492
28.067	34.6641
28.472	34.6781
28.882	34.6913
29.298	34.704
29.721	34.7167
30.149	34.7302
30.584	34.7451
31.025	34.7626
31.472	34.7849
31.926	34.8176
32.386	34.8759
32.853	34.9506
33.326	34.9924
33.807	35.0108
34.294	35.0194
34.788	35.0223
35.29	35.0212
35.798	35.0167
36.314	35.0093
36.838	34.999
37.369	34.9857
37.908	34.9698
38.454	34.952
39.008	34.9333
39.571	34.9147
40.141	34.8975
40.72	34.8829
41.307	34.8721
41.902	34.866
42.506	34.8639
43.119	34.8646
43.741	34.8669
44.371	34.8698
45.011	34.872
45.659	34.8724
46.318	34.8695
46.985	34.8634
47.663	34.8548
48.35	34.8446
49.047	34.8338
49.754	34.8234
50.471	34.8142
51.198	34.807
51.936	34.8017
52.685	34.7971
53.445	34.792
54.215	34.7855
54.997	34.7764
55.789	34.7636
56.594	34.7458
57.409	34.7225
58.237	34.6949
59.076	34.6652
59.928	34.6352
60.792	34.607
61.668	34.5828
62.557	34.5642
63.459	34.552
64.374	34.5445
65.302	34.5396
66.243	34.5355
67.198	34.5303
68.167	34.5221
69.149	34.5089
70.146	34.489
71.157	34.4625
72.183	34.4303
73.223	34.3939
74.279	34.3545
75.35	34.3134
76.436	34.2723
77.538	34.2324
78.655	34.1944
79.789	34.158
80.939	34.1232
82.106	34.0898
83.29	34.0576
84.49	34.0266
85.708	33.9965
86.944	33.9674
88.197	33.9392
89.468	33.9122
90.758	33.8864
92.066	33.8624
93.394	33.8406
94.74	33.8222
96.106	33.8063
97.491	33.7877
98.896	33.7588
100.322	33.7162
101.768	33.6617
103.235	33.6003
104.723	33.5356
106.233	33.4694
107.764	33.4032
109.318	33.3381
110.893	33.2751
112.492	33.2152
114.114	33.1591
115.758	33.1076
117.427	33.0618
119.12	33.023
120.837	32.9934
122.579	32.9762
124.346	32.9743
126.138	32.9834
127.957	32.9945
129.801	33.001
131.672	33.0001
133.57	32.9918
135.496	32.9768
137.449	32.9561
139.43	32.9315
141.44	32.9039
143.479	32.8741
145.547	32.8424
147.645	32.8091
149.774	32.7746
151.933	32.7389
154.123	32.7022
156.345	32.6645
158.598	32.626
160.885	32.5866
163.204	32.5465
165.556	32.5055
167.943	32.4631
170.364	32.4183
172.82	32.3697
175.311	32.3151
177.838	32.2527
180.402	32.1822
183.002	32.1057
185.64	32.026
188.316	31.9446
191.031	31.8629
193.784	31.782
196.578	31.703
199.412	31.627
202.286	31.5542
205.202	31.4835
208.16	31.4135
211.161	31.3425
214.205	31.2689
217.292	31.1911
220.425	31.1074
223.602	31.0183
226.825	30.9265
230.095	30.8351
233.412	30.747
236.777	30.6652
240.19	30.5929
243.65	30.5324
247.16	30.4822
250.73	30.4393
254.34	30.4008
258.01	30.3643
261.73	30.3277
