* Measurement data measured by REW V5.20.8
* Source: C:\Users\DABKING\Downloads\loudspeaker_in-room_flat_2013.csv
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 7. 13 ���� 8:04:33
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Downloads\loudspeaker_in-room_flat_2013.csv Format: Comma/Tab/Space delimited data 695 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: loudspeaker_in-room_flat_201
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.299999	82.787
20.600000	82.787
20.900000	82.787
21.200001	82.787
21.400000	82.787
21.799999	82.787
22.000000	82.787
22.400000	82.787
22.700001	82.786
23.000000	82.780
23.299999	82.764
23.600000	82.746
24.000000	82.724
24.299999	82.712
24.700001	82.696
25.000000	82.689
25.400000	82.687
25.799999	82.686
26.200001	82.679
26.500000	82.672
26.900000	82.659
27.200001	82.645
27.600000	82.621
28.000000	82.603
28.500000	82.592
29.000000	82.588
29.500000	82.587
30.000000	82.590
30.400000	82.596
30.700001	82.601
31.100000	82.613
31.500000	82.631
32.000000	82.657
32.500000	82.677
33.000000	82.700
33.500000	82.723
34.000000	82.745
34.500000	82.766
35.000000	82.788
35.500000	82.806
36.000000	82.826
36.500000	82.846
37.000000	82.861
37.500000	82.865
38.200001	82.855
38.700001	82.839
39.500000	82.809
40.000000	82.794
40.599998	82.788
41.200001	82.787
41.799999	82.787
42.500000	82.787
43.099998	82.782
43.700001	82.766
44.400002	82.742
45.000000	82.719
45.500000	82.703
46.200001	82.691
46.799999	82.688
47.500000	82.687
48.200001	82.687
48.700001	82.687
49.400002	82.687
50.000000	82.687
50.799999	82.687
51.500000	82.687
52.200001	82.687
53.000000	82.687
53.799999	82.687
54.500000	82.687
55.200001	82.687
56.000000	82.687
57.000000	82.687
58.000000	82.687
59.000000	82.687
60.000000	82.687
60.799999	82.682
61.500000	82.670
62.200001	82.655
63.000000	82.636
64.000000	82.619
65.000000	82.603
66.000000	82.591
67.000000	82.588
68.000000	82.587
69.000000	82.587
70.000000	82.581
71.000000	82.565
72.000000	82.548
73.000000	82.528
74.000000	82.508
75.000000	82.493
76.199997	82.488
77.500000	82.487
78.800003	82.487
80.000000	82.489
81.199997	82.497
82.500000	82.516
83.800003	82.537
85.000000	82.558
86.199997	82.584
87.500000	82.617
88.500000	82.648
90.000000	82.698
91.199997	82.734
92.500000	82.774
93.800003	82.813
95.000000	82.846
96.199997	82.883
97.500000	82.923
98.800003	82.959
100.000000	82.980
101.500000	82.987
103.000000	82.987
104.400002	82.987
106.000000	82.988
107.500000	82.995
109.000000	83.015
110.599998	83.037
112.000000	83.056
113.800003	83.074
115.000000	83.082
117.199997	83.087
118.000000	83.087
120.599998	83.088
122.000000	83.090
124.099998	83.102
125.000000	83.110
126.500000	83.127
128.000000	83.147
131.500000	83.179
132.000000	83.181
134.000000	83.187
136.000000	83.187
138.000000	83.187
140.000000	83.189
143.000000	83.206
145.000000	83.226
147.500000	83.246
150.000000	83.268
152.500000	83.292
155.000000	83.316
157.500000	83.341
160.000000	83.364
162.500000	83.380
165.000000	83.387
167.500000	83.387
170.000000	83.387
172.500000	83.385
175.000000	83.374
177.500000	83.355
180.000000	83.337
182.500000	83.317
185.000000	83.299
187.500000	83.289
190.000000	83.287
192.500000	83.287
195.000000	83.287
197.500000	83.287
200.000000	83.287
203.000000	83.287
206.000000	83.287
209.000000	83.287
212.000000	83.287
214.000000	83.287
218.000000	83.287
220.000000	83.287
224.000000	83.287
227.000000	83.288
230.000000	83.294
233.000000	83.306
236.000000	83.321
240.000000	83.344
243.000000	83.362
247.000000	83.401
250.000000	83.445
254.000000	83.513
258.000000	83.578
262.000000	83.643
265.000000	83.686
269.000000	83.733
272.000000	83.766
276.000000	83.808
280.000000	83.846
285.000000	83.898
290.000000	83.950
295.000000	84.001
300.000000	84.051
304.000000	84.083
307.000000	84.100
311.000000	84.115
315.000000	84.132
320.000000	84.159
325.000000	84.185
330.000000	84.219
335.000000	84.260
340.000000	84.302
345.000000	84.343
350.000000	84.378
355.000000	84.405
360.000000	84.423
365.000000	84.445
370.000000	84.468
375.000000	84.491
382.000000	84.533
387.000000	84.570
395.000000	84.631
400.000000	84.665
406.000000	84.696
412.000000	84.720
418.000000	84.742
425.000000	84.767
431.000000	84.784
437.000000	84.804
444.000000	84.828
450.000000	84.848
455.000000	84.865
462.000000	84.888
468.000000	84.905
475.000000	84.925
482.000000	84.945
487.000000	84.958
494.000000	84.979
500.000000	84.997
508.000000	85.019
515.000000	85.038
522.000000	85.062
530.000000	85.088
538.000000	85.122
545.000000	85.155
552.000000	85.191
560.000000	85.233
570.000000	85.279
580.000000	85.310
590.000000	85.333
600.000000	85.361
608.000000	85.379
615.000000	85.394
622.000000	85.411
630.000000	85.431
640.000000	85.454
650.000000	85.478
660.000000	85.500
670.000000	85.519
680.000000	85.541
690.000000	85.563
700.000000	85.589
710.000000	85.632
720.000000	85.691
730.000000	85.749
740.000000	85.805
750.000000	85.860
762.000000	85.912
775.000000	85.964
788.000000	86.014
800.000000	86.063
812.000000	86.123
825.000000	86.206
838.000000	86.296
850.000000	86.379
862.000000	86.450
875.000000	86.508
885.000000	86.543
900.000000	86.594
912.000000	86.632
925.000000	86.667
938.000000	86.699
950.000000	86.719
962.000000	86.739
975.000000	86.759
988.000000	86.778
1000.000000	86.798
1015.000000	86.837
1030.000000	86.880
1044.000000	86.917
1060.000000	86.958
1075.000000	87.000
1090.000000	87.042
1106.000000	87.085
1120.000000	87.119
1138.000000	87.169
1150.000000	87.216
1172.000000	87.323
1180.000000	87.363
1206.000000	87.487
1220.000000	87.557
1241.000000	87.669
1250.000000	87.719
1265.000000	87.802
1280.000000	87.885
1315.000000	88.084
1320.000000	88.114
1340.000000	88.239
1360.000000	88.366
1380.000000	88.494
1400.000000	88.621
1430.000000	88.842
1450.000000	89.003
1475.000000	89.197
1500.000000	89.386
1525.000000	89.576
1550.000000	89.761
1575.000000	89.946
1600.000000	90.130
1625.000000	90.304
1650.000000	90.477
1675.000000	90.650
1700.000000	90.821
1725.000000	90.988
1750.000000	91.163
1775.000000	91.346
1800.000000	91.528
1825.000000	91.703
1850.000000	91.877
1875.000000	92.052
1900.000000	92.225
1925.000000	92.393
1950.000000	92.557
1975.000000	92.725
2000.000000	92.904
2030.000000	93.145
2060.000000	93.395
2090.000000	93.646
2120.000000	93.895
2140.000000	94.058
2180.000000	94.393
2200.000000	94.562
2240.000000	94.899
2270.000000	95.143
2300.000000	95.359
2330.000000	95.531
2360.000000	95.683
2400.000000	95.877
2430.000000	96.020
2470.000000	96.203
2500.000000	96.339
2540.000000	96.522
2580.000000	96.702
2620.000000	96.873
2650.000000	96.979
2690.000000	97.082
2720.000000	97.148
2760.000000	97.231
2800.000000	97.315
2850.000000	97.417
2900.000000	97.517
2950.000000	97.613
3000.000000	97.706
3040.000000	97.761
3070.000000	97.779
3110.000000	97.786
3150.000000	97.787
3200.000000	97.785
3250.000000	97.765
3300.000000	97.705
3350.000000	97.624
3400.000000	97.540
3450.000000	97.456
3500.000000	97.370
3550.000000	97.274
3600.000000	97.176
3650.000000	97.079
3700.000000	96.981
3750.000000	96.877
3820.000000	96.722
3870.000000	96.608
3950.000000	96.433
4000.000000	96.326
4060.000000	96.199
4120.000000	96.073
4180.000000	95.947
4250.000000	95.803
4310.000000	95.683
4370.000000	95.565
4440.000000	95.428
4500.000000	95.311
4550.000000	95.215
4620.000000	95.084
4680.000000	94.974
4750.000000	94.848
4820.000000	94.723
4870.000000	94.635
4940.000000	94.519
5000.000000	94.436
5080.000000	94.339
5150.000000	94.258
5220.000000	94.182
5300.000000	94.094
5380.000000	94.010
5450.000000	93.934
5520.000000	93.860
5600.000000	93.779
5700.000000	93.677
5800.000000	93.578
5900.000000	93.481
6000.000000	93.384
6080.000000	93.304
6150.000000	93.233
6220.000000	93.158
6300.000000	93.068
6400.000000	92.953
6500.000000	92.840
6600.000000	92.732
6700.000000	92.626
6800.000000	92.521
6900.000000	92.413
7000.000000	92.291
7100.000000	92.138
7200.000000	91.967
7300.000000	91.788
7400.000000	91.611
7500.000000	91.437
7620.000000	91.236
7750.000000	91.017
7880.000000	90.800
8000.000000	90.607
8120.000000	90.426
8250.000000	90.241
8380.000000	90.060
8500.000000	89.896
8620.000000	89.736
8750.000000	89.576
8850.000000	89.461
9000.000000	89.291
9120.000000	89.158
9250.000000	89.011
9380.000000	88.848
9500.000000	88.688
9620.000000	88.528
9750.000000	88.356
9880.000000	88.174
10000.000000	87.987
10150.000000	87.722
10300.000000	87.451
10440.000000	87.200
10600.000000	86.911
10750.000000	86.631
10900.000000	86.339
11060.000000	86.028
11200.000000	85.757
11380.000000	85.416
11500.000000	85.191
11720.000000	84.782
11800.000000	84.635
12060.000000	84.170
12200.000000	83.934
12410.000000	83.653
12500.000000	83.554
12650.000000	83.396
12800.000000	83.242
13150.000000	82.881
13200.000000	82.827
13400.000000	82.601
13600.000000	82.368
13800.000000	82.138
14000.000000	81.904
14300.000000	81.502
14500.000000	81.207
14750.000000	80.837
15000.000000	80.466
15250.000000	80.044
15500.000000	79.567
15750.000000	79.086
16000.000000	78.612
16250.000000	78.150
16500.000000	77.709
16750.000000	77.277
17000.000000	76.851
17250.000000	76.430
17500.000000	76.013
17750.000000	75.591
18000.000000	75.170
18250.000000	74.755
18500.000000	74.354
18750.000000	74.001
19000.000000	73.699
19250.000000	73.415
19500.000000	73.141
19750.000000	72.900
