x    Curve1
20.0436    36.2644
20.3325    36.3167
20.6256    36.3691
20.9229    36.4215
21.2245    36.4739
21.5304    36.5264
21.8408    36.579
22.1556    36.6317
22.475    36.6844
22.7989    36.7372
23.1276    36.7899
23.461    36.8426
23.799    36.895
24.142    36.9472
24.49    36.9991
24.843    37.0505
25.201    37.1009
25.565    37.1496
25.933    37.1962
26.307    37.24
26.686    37.2807
27.071    37.3181
27.461    37.3523
27.857    37.3844
28.258    37.4156
28.666    37.4469
29.079    37.4792
29.498    37.5136
29.923    37.5513
30.355    37.5935
30.792    37.6398
31.236    37.6886
31.686    37.7379
32.143    37.7858
32.606    37.8302
33.076    37.8695
33.553    37.9029
34.037    37.9316
34.527    37.9569
35.025    37.98
35.53    38.002
36.042    38.0237
36.562    38.0463
37.089    38.0707
37.623    38.097
38.166    38.1245
38.716    38.1525
39.274    38.18
39.84    38.2063
40.414    38.2306
40.997    38.2522
41.588    38.2714
42.187    38.2887
42.795    38.3047
43.412    38.3201
44.038    38.3352
44.673    38.3508
45.317    38.3673
45.97    38.3851
46.633    38.4036
47.305    38.4225
47.987    38.441
48.678    38.4587
49.38    38.4749
50.092    38.4891
50.814    38.5011
51.546    38.5113
52.289    38.52
53.043    38.5276
53.808    38.5345
54.583    38.541
55.37    38.5474
56.168    38.5539
56.978    38.5609
57.799    38.5683
58.632    38.5762
59.477    38.5848
60.335    38.5942
61.204    38.6044
62.087    38.6157
62.982    38.6277
63.89    38.6396
64.81    38.6508
65.745    38.6603
66.692    38.6674
67.654    38.6714
68.629    38.6716
69.618    38.668
70.622    38.6615
71.64    38.6528
72.672    38.6426
73.72    38.6316
74.783    38.6204
75.86    38.6096
76.954    38.5998
78.063    38.5909
79.188    38.5826
80.33    38.5747
81.488    38.567
82.662    38.5591
83.854    38.551
85.063    38.5423
86.289    38.5332
87.533    38.524
88.794    38.5148
90.074    38.506
91.373    38.4979
92.69    38.4907
94.026    38.4848
95.381    38.48
96.756    38.4754
98.151    38.4699
99.566    38.4625
101.001    38.4521
102.457    38.4379
103.934    38.4189
105.432    38.3954
106.952    38.3689
108.493    38.3407
110.057    38.3124
111.644    38.2854
113.253    38.261
114.885    38.2408
116.541    38.2262
118.221    38.2163
119.925    38.2096
121.654    38.2044
123.408    38.1988
125.187    38.1911
126.991    38.1797
128.822    38.1635
130.678    38.1428
132.562    38.1187
134.473    38.0922
136.411    38.0641
138.378    38.0351
140.372    38.0062
142.396    37.9782
144.448    37.9513
146.53    37.9252
148.643    37.8996
150.785    37.8741
152.959    37.8484
155.164    37.822
157.4    37.7947
159.669    37.7664
161.971    37.7379
164.305    37.7098
166.674    37.6829
169.076    37.6576
171.513    37.6347
173.986    37.6146
176.494    37.5971
179.038    37.5814
181.619    37.5665
184.236    37.5516
186.892    37.5358
189.586    37.5181
192.319    37.4977
195.091    37.4739
197.903    37.4472
200.756    37.419
203.65    37.3904
206.585    37.3625
209.563    37.3366
212.584    37.3138
215.648    37.2947
218.757    37.2783
221.91    37.2635
225.109    37.2492
228.354    37.2342
231.645    37.2176
234.984    37.1982
238.37    37.1747
241.81    37.1475
245.29    37.1181
248.83    37.0883
252.42    37.0596
256.05    37.0337
259.75    37.0123
263.49    36.9967
267.29    36.9862
271.14    36.9792
275.05    36.9739
279.01    36.9689
283.04    36.9626
287.11    36.9535
291.25    36.9397
295.45    36.9203
299.71    36.8962
304.03    36.8687
308.41    36.8392
312.86    36.8093
317.37    36.7803
321.94    36.7538
326.58    36.7303
331.29    36.7098
336.07    36.6916
340.91    36.6755
345.83    36.6612
350.81    36.6483
355.87    36.6367
361    36.6261
366.2    36.6162
371.48    36.6071
376.83    36.5985
382.27    36.5904
387.78    36.5826
393.37    36.5749
399.04    36.5671
404.79    36.5593
410.62    36.5513
416.54    36.5431
422.55    36.5346
428.64    36.5259
434.82    36.5168
441.08    36.5074
447.44    36.4976
453.89    36.4879
460.43    36.4784
467.07    36.4695
473.8    36.4615
480.63    36.4546
487.56    36.4493
494.59    36.4458
501.72    36.4439
508.95    36.4435
516.29    36.4441
