* Measurement data measured by REW V5.20.5
* Source: C:\Users\jerry\Desktop\USBC RIGHT.txt
* Format: Comma/Tab/Space delimited data
* Dated: 18-May-2022 00:11:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\jerry\Desktop\USBC RIGHT.txt Format: Comma/Tab/Space delimited data 720 values loaded, 3 Hz to 21,889 Hz log spaced
* Measurement: USBC RIGHT
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	114.574
20.299999	114.586
20.600000	114.598
20.900000	114.606
21.200001	114.609
21.400000	114.607
21.799999	114.594
22.000000	114.584
22.400000	114.563
22.700001	114.546
23.000000	114.529
23.299999	114.511
23.600000	114.492
24.000000	114.467
24.299999	114.447
24.700001	114.421
25.000000	114.400
25.400000	114.372
25.799999	114.344
26.200001	114.316
26.500000	114.296
26.900000	114.273
27.200001	114.258
27.600000	114.240
28.000000	114.224
28.500000	114.206
29.000000	114.190
29.500000	114.174
30.000000	114.160
30.400000	114.150
30.700001	114.143
31.100000	114.135
31.500000	114.126
32.000000	114.109
32.500000	114.077
33.000000	114.025
33.500000	113.959
34.000000	113.891
34.500000	113.830
35.000000	113.784
35.500000	113.756
36.000000	113.743
36.500000	113.735
37.000000	113.724
37.500000	113.701
38.200001	113.644
38.700001	113.590
39.500000	113.498
40.000000	113.443
40.599998	113.383
41.200001	113.327
41.799999	113.275
42.500000	113.218
43.099998	113.173
43.700001	113.130
44.400002	113.083
45.000000	113.043
45.500000	113.009
46.200001	112.963
46.799999	112.924
47.500000	112.877
48.200001	112.829
48.700001	112.793
49.400002	112.738
50.000000	112.690
50.799999	112.625
51.500000	112.567
52.200001	112.509
53.000000	112.442
53.799999	112.373
54.500000	112.310
55.200001	112.246
56.000000	112.174
57.000000	112.087
58.000000	112.003
59.000000	111.907
60.000000	111.774
60.799999	111.649
61.500000	111.551
62.200001	111.483
63.000000	111.442
64.000000	111.414
65.000000	111.382
66.000000	111.336
67.000000	111.277
68.000000	111.202
69.000000	111.124
70.000000	111.078
71.000000	111.085
72.000000	111.109
73.000000	111.087
74.000000	111.009
75.000000	110.925
76.199997	110.884
77.500000	110.896
78.800003	110.900
80.000000	110.860
81.199997	110.753
82.500000	110.613
83.800003	110.647
85.000000	110.835
86.199997	110.869
87.500000	110.548
88.500000	110.208
90.000000	109.917
91.199997	109.861
92.500000	109.818
93.800003	109.756
95.000000	109.691
96.199997	109.619
97.500000	109.517
98.800003	109.392
100.000000	109.271
101.500000	109.142
103.000000	109.059
104.400002	109.013
106.000000	108.956
107.500000	108.878
109.000000	108.785
110.599998	108.692
112.000000	108.620
113.800003	108.518
115.000000	108.441
117.199997	108.314
118.000000	108.283
120.599998	108.228
122.000000	108.202
124.099998	108.126
125.000000	108.081
126.500000	107.998
128.000000	107.919
131.500000	107.784
132.000000	107.765
134.000000	107.677
136.000000	107.579
138.000000	107.481
140.000000	107.388
143.000000	107.259
145.000000	107.179
147.500000	107.078
150.000000	106.963
152.500000	106.858
155.000000	106.791
157.500000	106.731
160.000000	106.645
162.500000	106.538
165.000000	106.432
167.500000	106.340
170.000000	106.265
172.500000	106.200
175.000000	106.132
177.500000	106.050
180.000000	105.964
182.500000	105.893
185.000000	105.835
187.500000	105.770
190.000000	105.706
192.500000	105.658
195.000000	105.605
197.500000	105.524
200.000000	105.423
203.000000	105.315
206.000000	105.234
209.000000	105.174
212.000000	105.113
214.000000	105.062
218.000000	104.968
220.000000	104.933
224.000000	104.858
227.000000	104.798
230.000000	104.744
233.000000	104.686
236.000000	104.621
240.000000	104.532
243.000000	104.467
247.000000	104.391
250.000000	104.340
254.000000	104.271
258.000000	104.198
262.000000	104.117
265.000000	104.049
269.000000	103.963
272.000000	103.908
276.000000	103.846
280.000000	103.798
285.000000	103.741
290.000000	103.677
295.000000	103.588
300.000000	103.479
304.000000	103.411
307.000000	103.377
311.000000	103.346
315.000000	103.309
320.000000	103.233
325.000000	103.164
330.000000	103.109
335.000000	103.029
340.000000	102.954
345.000000	102.909
350.000000	102.858
355.000000	102.795
360.000000	102.740
365.000000	102.704
370.000000	102.685
375.000000	102.667
382.000000	102.624
387.000000	102.600
395.000000	102.604
400.000000	102.590
406.000000	102.546
412.000000	102.508
418.000000	102.489
425.000000	102.462
431.000000	102.410
437.000000	102.349
444.000000	102.301
450.000000	102.277
455.000000	102.251
462.000000	102.192
468.000000	102.133
475.000000	102.078
482.000000	102.040
487.000000	102.016
494.000000	101.986
500.000000	101.968
508.000000	101.945
515.000000	101.917
522.000000	101.886
530.000000	101.858
538.000000	101.832
545.000000	101.810
552.000000	101.786
560.000000	101.761
570.000000	101.728
580.000000	101.689
590.000000	101.660
600.000000	101.638
608.000000	101.630
615.000000	101.631
622.000000	101.635
630.000000	101.634
640.000000	101.613
650.000000	101.583
660.000000	101.572
670.000000	101.576
680.000000	101.584
690.000000	101.595
700.000000	101.600
710.000000	101.604
720.000000	101.618
730.000000	101.628
740.000000	101.622
750.000000	101.618
762.000000	101.633
775.000000	101.662
788.000000	101.697
800.000000	101.737
812.000000	101.782
825.000000	101.828
838.000000	101.877
850.000000	101.920
862.000000	101.957
875.000000	102.010
885.000000	102.062
900.000000	102.141
912.000000	102.204
925.000000	102.276
938.000000	102.356
950.000000	102.427
962.000000	102.501
975.000000	102.600
988.000000	102.714
1000.000000	102.814
1015.000000	102.923
1030.000000	103.029
1044.000000	103.137
1060.000000	103.274
1075.000000	103.404
1090.000000	103.515
1106.000000	103.633
1120.000000	103.753
1138.000000	103.905
1150.000000	103.991
1172.000000	104.152
1180.000000	104.217
1206.000000	104.414
1220.000000	104.498
1241.000000	104.630
1250.000000	104.689
1265.000000	104.786
1280.000000	104.876
1315.000000	105.089
1320.000000	105.121
1340.000000	105.244
1360.000000	105.357
1380.000000	105.461
1400.000000	105.568
1430.000000	105.730
1450.000000	105.834
1475.000000	105.958
1500.000000	106.078
1525.000000	106.208
1550.000000	106.336
1575.000000	106.428
1600.000000	106.518
1625.000000	106.637
1650.000000	106.740
1675.000000	106.806
1700.000000	106.852
1725.000000	106.903
1750.000000	106.965
1775.000000	107.030
1800.000000	107.102
1825.000000	107.187
1850.000000	107.288
1875.000000	107.412
1900.000000	107.549
1925.000000	107.675
1950.000000	107.792
1975.000000	107.925
2000.000000	108.073
2030.000000	108.243
2060.000000	108.401
2090.000000	108.555
2120.000000	108.705
2140.000000	108.810
2180.000000	109.028
2200.000000	109.134
2240.000000	109.343
2270.000000	109.496
2300.000000	109.635
2330.000000	109.764
2360.000000	109.901
2400.000000	110.093
2430.000000	110.229
2470.000000	110.387
2500.000000	110.492
2540.000000	110.632
2580.000000	110.781
2620.000000	110.921
2650.000000	111.007
2690.000000	111.104
2720.000000	111.169
2760.000000	111.250
2800.000000	111.335
2850.000000	111.439
2900.000000	111.519
2950.000000	111.573
3000.000000	111.613
3040.000000	111.654
3070.000000	111.687
3110.000000	111.722
3150.000000	111.739
3200.000000	111.742
3250.000000	111.742
3300.000000	111.756
3350.000000	111.757
3400.000000	111.742
3450.000000	111.740
3500.000000	111.749
3550.000000	111.758
3600.000000	111.764
3650.000000	111.763
3700.000000	111.755
3750.000000	111.743
3820.000000	111.731
3870.000000	111.728
3950.000000	111.733
4000.000000	111.739
4060.000000	111.745
4120.000000	111.748
4180.000000	111.742
4250.000000	111.740
4310.000000	111.743
4370.000000	111.742
4440.000000	111.727
4500.000000	111.700
4550.000000	111.676
4620.000000	111.641
4680.000000	111.594
4750.000000	111.518
4820.000000	111.427
4870.000000	111.353
4940.000000	111.241
5000.000000	111.132
5080.000000	110.968
5150.000000	110.799
5220.000000	110.604
5300.000000	110.374
5380.000000	110.142
5450.000000	109.932
5520.000000	109.719
5600.000000	109.477
5700.000000	109.175
5800.000000	108.882
5900.000000	108.616
6000.000000	108.384
6080.000000	108.214
6150.000000	108.077
6220.000000	107.953
6300.000000	107.838
6400.000000	107.743
6500.000000	107.704
6600.000000	107.731
6700.000000	107.819
6800.000000	107.965
6900.000000	108.170
7000.000000	108.437
7100.000000	108.787
7200.000000	109.229
7300.000000	109.764
7400.000000	110.397
7500.000000	111.125
7620.000000	112.107
7750.000000	113.212
7880.000000	114.122
8000.000000	114.549
8120.000000	114.416
8250.000000	113.605
8380.000000	112.258
8500.000000	110.776
8620.000000	109.255
8750.000000	107.684
8850.000000	106.579
9000.000000	105.098
9120.000000	104.041
9250.000000	103.017
9380.000000	102.113
9500.000000	101.377
9620.000000	100.726
9750.000000	100.094
9880.000000	99.534
10000.000000	99.088
10150.000000	98.622
10300.000000	98.228
10440.000000	97.917
10600.000000	97.647
10750.000000	97.477
10900.000000	97.359
11060.000000	97.284
11200.000000	97.270
11380.000000	97.291
11500.000000	97.315
11720.000000	97.388
11800.000000	97.418
12060.000000	97.466
12200.000000	97.444
12410.000000	97.333
12500.000000	97.254
12650.000000	97.084
12800.000000	96.872
13150.000000	96.233
13200.000000	96.130
13400.000000	95.729
13600.000000	95.369
13800.000000	95.078
14000.000000	94.874
14300.000000	94.807
14500.000000	94.978
14750.000000	95.478
15000.000000	96.351
15250.000000	97.559
15500.000000	98.793
15750.000000	99.482
16000.000000	99.130
16250.000000	97.638
16500.000000	95.349
16750.000000	92.838
17000.000000	90.533
17250.000000	88.601
17500.000000	87.060
17750.000000	85.866
18000.000000	84.980
18250.000000	84.243
18500.000000	83.368
18750.000000	82.134
19000.000000	80.447
19250.000000	78.285
19500.000000	75.672
19750.000000	72.689
20000.000000	69.429
