* Measurement data measured by REW V5.20.5
* Source: C:\Users\jerry\Desktop\USBC LEFT.txt
* Format: Comma/Tab/Space delimited data
* Dated: 18-May-2022 00:09:58
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\jerry\Desktop\USBC LEFT.txt Format: Comma/Tab/Space delimited data 720 values loaded, 3 Hz to 21,889 Hz log spaced
* Measurement: USBC LEFT
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	113.922
20.299999	113.910
20.600000	113.897
20.900000	113.884
21.200001	113.871
21.400000	113.862
21.799999	113.842
22.000000	113.831
22.400000	113.809
22.700001	113.792
23.000000	113.773
23.299999	113.754
23.600000	113.734
24.000000	113.706
24.299999	113.684
24.700001	113.651
25.000000	113.624
25.400000	113.587
25.799999	113.548
26.200001	113.510
26.500000	113.484
26.900000	113.455
27.200001	113.439
27.600000	113.425
28.000000	113.418
28.500000	113.412
29.000000	113.401
29.500000	113.376
30.000000	113.326
30.400000	113.268
30.700001	113.218
31.100000	113.148
31.500000	113.081
32.000000	113.012
32.500000	112.973
33.000000	112.965
33.500000	112.975
34.000000	112.989
34.500000	112.992
35.000000	112.971
35.500000	112.927
36.000000	112.870
36.500000	112.810
37.000000	112.749
37.500000	112.689
38.200001	112.606
38.700001	112.547
39.500000	112.453
40.000000	112.391
40.599998	112.306
41.200001	112.204
41.799999	112.091
42.500000	111.966
43.099998	111.884
43.700001	111.837
44.400002	111.814
45.000000	111.797
45.500000	111.766
46.200001	111.684
46.799999	111.581
47.500000	111.449
48.200001	111.345
48.700001	111.306
49.400002	111.296
50.000000	111.309
50.799999	111.317
51.500000	111.295
52.200001	111.249
53.000000	111.187
53.799999	111.135
54.500000	111.106
55.200001	111.086
56.000000	111.039
57.000000	110.861
58.000000	110.544
59.000000	110.276
60.000000	110.231
60.799999	110.310
61.500000	110.376
62.200001	110.399
63.000000	110.372
64.000000	110.307
65.000000	110.238
66.000000	110.173
67.000000	110.105
68.000000	110.029
69.000000	109.949
70.000000	109.877
71.000000	109.822
72.000000	109.773
73.000000	109.713
74.000000	109.639
75.000000	109.566
76.199997	109.501
77.500000	109.448
78.800003	109.382
80.000000	109.298
81.199997	109.195
82.500000	109.091
83.800003	109.076
85.000000	109.133
86.199997	109.108
87.500000	108.890
88.500000	108.662
90.000000	108.414
91.199997	108.327
92.500000	108.297
93.800003	108.275
95.000000	108.220
96.199997	108.137
97.500000	108.046
98.800003	107.971
100.000000	107.911
101.500000	107.841
103.000000	107.774
104.400002	107.700
106.000000	107.587
107.500000	107.477
109.000000	107.395
110.599998	107.333
112.000000	107.281
113.800003	107.211
115.000000	107.162
117.199997	107.056
118.000000	107.016
120.599998	106.903
122.000000	106.846
124.099998	106.732
125.000000	106.674
126.500000	106.591
128.000000	106.539
131.500000	106.424
132.000000	106.404
134.000000	106.333
136.000000	106.263
138.000000	106.183
140.000000	106.092
143.000000	105.964
145.000000	105.897
147.500000	105.795
150.000000	105.680
152.500000	105.594
155.000000	105.530
157.500000	105.464
160.000000	105.389
162.500000	105.326
165.000000	105.265
167.500000	105.171
170.000000	105.052
172.500000	104.957
175.000000	104.897
177.500000	104.845
180.000000	104.791
182.500000	104.739
185.000000	104.684
187.500000	104.624
190.000000	104.556
192.500000	104.486
195.000000	104.419
197.500000	104.352
200.000000	104.296
203.000000	104.246
206.000000	104.178
209.000000	104.096
212.000000	104.033
214.000000	103.999
218.000000	103.926
220.000000	103.889
224.000000	103.806
227.000000	103.731
230.000000	103.650
233.000000	103.575
236.000000	103.515
240.000000	103.452
243.000000	103.397
247.000000	103.317
250.000000	103.269
254.000000	103.214
