* Measurement data measured by REW V5.20.5
* Source: C:\Users\jerry\Desktop\USBC LEFT.txt
* Format: Comma/Tab/Space delimited data
* Dated: 18-May-2022 00:09:58
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\jerry\Desktop\USBC LEFT.txt Format: Comma/Tab/Space delimited data 720 values loaded, 3 Hz to 21,889 Hz log spaced
* Measurement: USBC LEFT
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
258.000000	103.149
262.000000	103.081
265.000000	103.036
269.000000	102.977
272.000000	102.936
276.000000	102.895
280.000000	102.856
285.000000	102.800
290.000000	102.765
295.000000	102.710
300.000000	102.642
304.000000	102.599
307.000000	102.556
311.000000	102.472
315.000000	102.396
320.000000	102.357
325.000000	102.328
330.000000	102.280
335.000000	102.238
340.000000	102.197
345.000000	102.160
350.000000	102.140
355.000000	102.146
360.000000	102.160
365.000000	102.158
370.000000	102.139
375.000000	102.101
382.000000	102.031
387.000000	101.994
395.000000	101.954
400.000000	101.925
406.000000	101.907
412.000000	101.890
418.000000	101.847
425.000000	101.793
431.000000	101.747
437.000000	101.690
444.000000	101.645
450.000000	101.622
455.000000	101.599
462.000000	101.566
468.000000	101.556
475.000000	101.555
482.000000	101.543
487.000000	101.530
494.000000	101.510
500.000000	101.485
508.000000	101.451
515.000000	101.438
522.000000	101.438
530.000000	101.431
538.000000	101.409
545.000000	101.379
552.000000	101.355
560.000000	101.343
570.000000	101.329
580.000000	101.311
590.000000	101.291
600.000000	101.257
608.000000	101.234
615.000000	101.229
622.000000	101.234
630.000000	101.233
640.000000	101.218
650.000000	101.212
660.000000	101.227
670.000000	101.242
680.000000	101.252
690.000000	101.259
700.000000	101.256
710.000000	101.260
720.000000	101.279
730.000000	101.296
740.000000	101.300
750.000000	101.313
762.000000	101.347
775.000000	101.390
788.000000	101.423
800.000000	101.447
812.000000	101.478
825.000000	101.525
838.000000	101.579
850.000000	101.627
862.000000	101.679
875.000000	101.747
885.000000	101.808
900.000000	101.914
912.000000	101.996
925.000000	102.069
938.000000	102.145
950.000000	102.229
962.000000	102.319
975.000000	102.411
988.000000	102.502
1000.000000	102.590
1015.000000	102.700
1030.000000	102.811
1044.000000	102.920
1060.000000	103.045
1075.000000	103.164
1090.000000	103.285
1106.000000	103.410
1120.000000	103.524
1138.000000	103.669
1150.000000	103.752
1172.000000	103.891
1180.000000	103.947
1206.000000	104.158
1220.000000	104.269
1241.000000	104.408
1250.000000	104.461
1265.000000	104.549
1280.000000	104.634
1315.000000	104.825
1320.000000	104.853
1340.000000	104.962
1360.000000	105.068
1380.000000	105.182
1400.000000	105.299
1430.000000	105.454
1450.000000	105.540
1475.000000	105.658
1500.000000	105.791
1525.000000	105.913
1550.000000	106.020
1575.000000	106.124
1600.000000	106.221
1625.000000	106.308
1650.000000	106.407
1675.000000	106.520
1700.000000	106.620
1725.000000	106.695
1750.000000	106.773
1775.000000	106.881
1800.000000	107.008
1825.000000	107.130
1850.000000	107.249
1875.000000	107.374
1900.000000	107.501
1925.000000	107.626
1950.000000	107.749
1975.000000	107.877
2000.000000	108.014
2030.000000	108.180
2060.000000	108.346
2090.000000	108.508
2120.000000	108.659
2140.000000	108.752
2180.000000	108.946
2200.000000	109.056
2240.000000	109.274
2270.000000	109.410
2300.000000	109.540
2330.000000	109.678
2360.000000	109.809
2400.000000	109.967
2430.000000	110.091
2470.000000	110.259
2500.000000	110.366
2540.000000	110.498
2580.000000	110.640
2620.000000	110.780
2650.000000	110.877
2690.000000	111.001
2720.000000	111.080
2760.000000	111.156
2800.000000	111.224
2850.000000	111.329
2900.000000	111.423
2950.000000	111.498
3000.000000	111.543
3040.000000	111.563
3070.000000	111.582
3110.000000	111.611
3150.000000	111.631
3200.000000	111.646
3250.000000	111.675
3300.000000	111.700
3350.000000	111.710
3400.000000	111.709
3450.000000	111.709
3500.000000	111.717
3550.000000	111.722
3600.000000	111.718
3650.000000	111.712
3700.000000	111.707
3750.000000	111.704
3820.000000	111.699
3870.000000	111.690
3950.000000	111.671
4000.000000	111.657
4060.000000	111.649
4120.000000	111.655
4180.000000	111.658
4250.000000	111.655
4310.000000	111.661
4370.000000	111.665
4440.000000	111.652
4500.000000	111.634
4550.000000	111.611
4620.000000	111.554
4680.000000	111.486
4750.000000	111.395
4820.000000	111.284
4870.000000	111.186
4940.000000	111.036
5000.000000	110.902
5080.000000	110.700
5150.000000	110.502
5220.000000	110.301
5300.000000	110.074
5380.000000	109.839
5450.000000	109.626
5520.000000	109.417
5600.000000	109.188
5700.000000	108.904
5800.000000	108.628
5900.000000	108.372
6000.000000	108.140
6080.000000	107.977
6150.000000	107.859
6220.000000	107.757
6300.000000	107.655
6400.000000	107.560
6500.000000	107.515
6600.000000	107.515
6700.000000	107.554
6800.000000	107.642
6900.000000	107.782
7000.000000	107.981
7100.000000	108.263
7200.000000	108.656
7300.000000	109.144
7400.000000	109.694
7500.000000	110.310
7620.000000	111.152
7750.000000	112.134
7880.000000	113.044
8000.000000	113.625
8120.000000	113.773
8250.000000	113.339
8380.000000	112.335
8500.000000	111.062
8620.000000	109.649
8750.000000	108.135
8850.000000	107.044
9000.000000	105.561
9120.000000	104.516
9250.000000	103.518
9380.000000	102.638
9500.000000	101.920
9620.000000	101.281
9750.000000	100.674
9880.000000	100.151
10000.000000	99.726
10150.000000	99.272
10300.000000	98.909
10440.000000	98.651
10600.000000	98.442
10750.000000	98.317
10900.000000	98.266
11060.000000	98.289
11200.000000	98.359
11380.000000	98.505
11500.000000	98.622
11720.000000	98.840
11800.000000	98.908
12060.000000	99.007
12200.000000	98.949
12410.000000	98.687
12500.000000	98.510
12650.000000	98.139
12800.000000	97.703
13150.000000	96.586
13200.000000	96.427
13400.000000	95.827
13600.000000	95.321
13800.000000	94.932
14000.000000	94.677
14300.000000	94.593
14500.000000	94.762
14750.000000	95.279
15000.000000	96.207
15250.000000	97.505
15500.000000	98.863
15750.000000	99.677
16000.000000	99.445
16250.000000	98.086
16500.000000	95.946
16750.000000	93.605
17000.000000	91.512
17250.000000	89.829
17500.000000	88.535
17750.000000	87.539
18000.000000	86.705
18250.000000	85.835
18500.000000	84.697
18750.000000	83.092
19000.000000	80.924
19250.000000	78.218
19500.000000	75.116
19750.000000	71.812
20000.000000	68.408
