x	Curve1













21.0805	34.6883
21.3844	34.7399
21.6927	34.7901
22.0054	34.8377
22.3226	34.8813
22.6444	34.9201
22.9708	34.9532
23.3019	34.9801
23.6378	35.0002
23.979	35.0144
24.324	35.024
24.675	35.0304
25.031	35.0349
25.391	35.0386
25.757	35.0436
26.129	35.055
26.505	35.0941
26.887	35.1612
27.275	35.181
27.668	35.1842
28.067	35.1828
28.472	35.1799
28.882	35.1769
29.298	35.1748
29.721	35.1746
30.149	35.1773
30.584	35.1839
31.025	35.1945
31.472	35.2089
31.926	35.2265
32.386	35.2468
32.853	35.2687
33.326	35.2915
33.807	35.314
34.294	35.3356
34.788	35.3558
35.29	35.3745
35.798	35.3912
36.314	35.4056
36.838	35.4176
37.369	35.4269
37.908	35.4341
38.454	35.4401
39.008	35.4459
39.571	35.4525
40.141	35.4607
40.72	35.4718
41.307	35.4869
41.902	35.5063
42.506	35.5284
43.119	35.551
43.741	35.5719
44.371	35.5889
45.011	35.6005
45.659	35.6055
46.318	35.6036
46.985	35.5959
47.663	35.5833
48.35	35.5664
49.047	35.5451
49.754	35.5195
50.471	35.4889
51.198	35.4518
51.936	35.4099
52.685	35.3693
53.445	35.3331
54.215	35.3009
54.997	35.2716
55.789	35.2445
56.594	35.2191
57.409	35.1949
58.237	35.1714
59.076	35.1486
59.928	35.1262
60.792	35.1042
61.668	35.0825
62.557	35.061
63.459	35.0397
64.374	35.0185
65.302	34.9975
66.243	34.9766
67.198	34.9557
68.167	34.9348
69.149	34.9139
70.146	34.8929
71.157	34.8716
72.183	34.8501
73.223	34.8279
74.279	34.805
75.35	34.7806
76.436	34.7538
77.538	34.7235
78.655	34.6903
79.789	34.6563
80.939	34.6222
82.106	34.5879
83.29	34.5533
84.49	34.5185
85.708	34.4834
86.944	34.448
88.197	34.4122
89.468	34.3763
90.758	34.3404
92.066	34.3047
93.394	34.2696
94.74	34.2357
96.106	34.2043
97.491	34.18
98.896	34.1662
100.322	34.1418
101.768	34.108
103.235	34.0701
104.723	34.0295
106.233	33.9864
107.764	33.941
109.318	33.8929
110.893	33.8419
112.492	33.7873
114.114	33.7297
115.758	33.6705
117.427	33.6118
119.12	33.5557
120.837	33.5053
122.579	33.4636
124.346	33.4329
126.138	33.4101
127.957	33.3906
129.801	33.3707
131.672	33.3482
133.57	33.3221
135.496	33.292
137.449	33.2581
139.43	33.2215
141.44	33.1836
143.479	33.1451
145.547	33.1069
147.645	33.0695
149.774	33.0336
151.933	33
154.123	32.9695
156.345	32.9436
158.598	32.9241
160.885	32.9145
163.204	32.9194
165.556	32.9421
167.943	32.9852
170.364	33.0458
172.82	33.1011
175.311	33.1055
177.838	33.0531
180.402	32.96
183.002	32.8394
185.64	32.7097
188.316	32.5943
191.031	32.4981
193.784	32.4142
196.578	32.3362
199.412	32.2612
202.286	32.1877
205.202	32.1149
208.16	32.042
211.161	31.9683
214.205	31.8938
217.292	31.819
220.425	31.7448
223.602	31.6718
226.825	31.6009
230.095	31.5329
233.412	31.4685
236.777	31.4068
240.19	31.3466
243.65	31.2863
247.16	31.2244
250.73	31.1597
254.34	31.0904
258.01	31.0156
261.73	30.9365
