x	Curve1
3012.7	43.5777
3056.6	43.2423
3101	42.8632
3146.2	42.4944
3192	42.1441
3238.4	41.8084
3285.6	41.484
3333.4	41.17
3381.9	40.8716
3431.1	40.5906
3481.1	40.3232
3531.7	40.0653
3583.1	39.8143
3635.3	39.569
3688.2	39.3308
3741.9	39.1039
3796.3	38.8911
3851.6	38.6936
3907.6	38.5114
3964.5	38.3415
4022.2	38.1816
4080.7	38.0302
4140.1	37.8865
4200.4	37.7505
4261.5	37.6262
4323.6	37.5223
4386.5	37.4433
4450.3	37.3889
4515.1	37.3556
4580.8	37.3391
4647.5	37.3338
4715.1	37.3357
4783.8	37.3421
4853.4	37.3511
4924	37.3611
4995.7	37.3706
5068.4	37.378
5142.2	37.3815
5217	37.3796
5292.9	37.3719
5370	37.3579
5448.1	37.3372
5527.4	37.3095
5607.9	37.2742
5689.5	37.2312
5772.3	37.1833
5856.3	37.1372
5941.5	37.1026
6028	37.0895
6115.7	37.1042
6204.8	37.1382
6295.1	37.1794
6386.7	37.2164
6479.6	37.2368
6573.9	37.2304
6669.6	37.198
6766.7	37.1433
6865.2	37.0714
6965.1	36.9906
7066.5	36.9197
7169.3	36.8771
7273.7	36.8747
7379.5	36.9154
7486.9	36.9807
7595.9	37.0467
7706.5	37.0938
7818.6	37.1032
7932.4	37.054
8047.9	36.935
8165	36.7513
8283.8	36.5072
8404.4	36.2039
8526.7	35.8335
8650.8	35.3434
8776.7	34.6878
8904.5	33.9309
9034.1	33.1324
9165.6	32.3405
9299	31.616
9434.3	30.9457
9571.6	30.1459
9710.9	29.2459
9852.3	28.3471
9995.7	27.5011
10141.1	26.7446
10288.7	26.0725
10438.5	25.4581
10590.4	24.8734
10744.5	24.2912
10900.9	23.7241
11059.6	23.2007
11220.5	22.7304
11383.9	22.3074
11549.5	21.9293
11717.6	21.5979
11888.2	21.3143
12061.2	21.0749
12236.8	20.8814
12414.8	20.7507
12595.5	20.6952
12778.9	20.7227
12964.8	20.8286
13153.5	20.9959
13345	21.2159
13539.2	21.4874
13736.3	21.8307
13936.2	22.3262
14139	23.0414
14344.8	23.9287
14553.6	24.901
14765.4	25.8999
14980.3	26.8003
15198.3	27.4712
15419.5	27.8714
15644	27.882
15871.7	27.4949
16102.7	26.8229
16337	26.0011
16574.8	25.1254
16816	24.3347
17060.8	23.766
17309.1	23.344
17561	23.01
17816.6	22.876
18075.9	22.9968
18339	23.2087
18605.9	23.2925
18876.7	23.0754
19151.5	22.5484
19430.2	21.7168
19713	20.4197
19885.6	19.2959
