
Frequency	dB	Unweighted
3630	72.4 
3682	72   
3736	71.7 
3790	71.2 
3846	70.6 
3901	70.2 
3958	69.8 
4016	69.3 
4074	68.8 
4133	68.6 
4194	67.6 
4255	67.6 
4316	67.1 
4379	65.9 
4443	65.4 
4508	64.8 
4573	64.5 
4640	63.7 
4707	63.7 
4776	62.9 
4845	62.3 
4916	61.7 
4987	61.3 
5060	60.5 
5133	60.5 
5208	59.9 
5284	59.5 
5360	59.2 
5438	59   
5518	58.9 
5598	58.1 
5679	58.3 
5762	58.1 
5846	58   
5931	58   
6017	58.1 
6104	58.3 
6193	58.5 
6283	58.8 
6375	58.8 
6467	58.9 
6561	59.5 
6657	59.3 
6754	59.8 
6852	59.7 
6952	59.9 
7053	60.1 
7155	60.2 
7259	59.9 
7365	59.9 
7472	59.9 
7581	60.2 
7691	60.3 
7803	60.3 
7916	60.1 
8032	60.4 
8148	60   
8267	59.9 
8387	60.1 
8509	59.9 
8633	59.8 
8758	59.6 
8886	59.5 
9015	59.7 
9146	59.4 
9279	59.1 
9414	59   
9551	58.2 
9690	58.1 
9831	57.7 
9974	57.1 
10119	56.5
10266	56.1
10416	55.4
10567	55  
10721	54.3
10877	53.9
11035	53.2
11196	52.5
11358	51.7
11524	50.7
11691	50.1
11861	49.4
12034	47.9
12209	47.1
12386	45.6
12567	44.7
12749	43.9
12935	42.5
13123	41.1
13314	40.1
13507	39.2
13704	37.8
13903	37.1
14105	36.3
14311	35.6
14519	35  
14730	34.8
14944	34.3
15162	33.9
15382	34  
15606	34.3
15833	34.2
16063	34.9
16297	35.7
16534	36  
16774	36.8
17018	38.1
17266	39.2
17517	40.3
17772	41.9
18030	43.2
18293	44.4
18559	45.7
18829	47.3
19102	48.2
19380	49.6
20000	52.4
overall dB	0.0 dB
decay	Average
averaging	No Smoothing
source	Totally Made Up


saved	--/-/--, --:-- AM
peak	0.0Hz
