x	Curve1
20.0421	38.3025
20.331	38.3396
20.6241	38.3764
20.9214	38.4127
21.223	38.4483
21.5289	38.4828
21.8393	38.5159
22.1541	38.5475
22.4735	38.5773
22.7974	38.6054
23.126	38.6322
23.4594	38.6579
23.798	38.6828
24.141	38.7073
24.489	38.7316
24.842	38.7559
25.2	38.7805
25.563	38.8052
25.931	38.8302
26.305	38.8554
26.684	38.8811
27.069	38.9071
27.459	38.9337
27.855	38.9606
28.257	38.9877
28.664	39.0147
29.077	39.0412
29.496	39.0671
29.922	39.092
30.353	39.1157
30.79	39.1378
31.234	39.1584
31.685	39.1772
32.141	39.1941
32.605	39.2089
33.075	39.2216
33.551	39.2322
34.035	39.2408
34.526	39.2482
35.023	39.2551
35.528	39.2621
36.04	39.2699
36.56	39.2791
37.087	39.2905
37.621	39.3044
38.164	39.3204
38.714	39.3378
39.272	39.356
39.838	39.3743
40.412	39.3921
40.995	39.4086
41.586	39.4234
42.185	39.4362
42.793	39.447
43.41	39.4561
44.036	39.4634
44.671	39.469
45.315	39.473
45.968	39.4756
46.631	39.4768
47.303	39.477
47.985	39.4765
48.676	39.4757
49.378	39.4749
50.09	39.4745
50.812	39.4748
51.544	39.476
52.287	39.4777
53.041	39.4794
53.806	39.4807
54.581	39.481
55.368	39.4798
56.166	39.4765
56.976	39.4706
57.797	39.4623
58.63	39.4524
59.476	39.4418
60.333	39.4315
61.203	39.4223
62.085	39.4151
62.98	39.4107
63.888	39.4089
64.809	39.409
65.743	39.4102
66.691	39.4118
67.652	39.4131
68.627	39.4136
69.616	39.4124
70.62	39.4092
71.638	39.4041
72.671	39.397
73.718	39.3882
74.781	39.3778
75.859	39.3659
76.952	39.3527
78.062	39.3384
79.187	39.323
80.328	39.3068
81.486	39.2899
82.661	39.2724
83.853	39.2545
85.061	39.2362
86.287	39.2178
87.531	39.1994
88.793	39.1811
90.073	39.1631
91.371	39.1456
92.689	39.1286
94.025	39.1124
95.38	39.0969
96.755	39.0821
98.15	39.0673
99.565	39.0522
101	39.0362
102.456	39.0188
103.933	38.9995
105.431	38.9779
106.951	38.9535
108.492	38.927
110.056	38.8992
111.643	38.8711
113.252	38.8436
114.885	38.8175
116.541	38.794
118.221	38.7736
119.925	38.7556
121.654	38.7392
123.407	38.7234
125.186	38.7075
126.991	38.6906
128.821	38.6718
130.678	38.6507
132.562	38.6276
134.473	38.6029
136.411	38.577
138.378	38.5503
140.373	38.5232
142.396	38.496
144.449	38.4693
146.531	38.443
148.643	38.417
150.786	38.3912
152.96	38.3652
155.164	38.339
157.401	38.3124
159.67	38.2852
161.972	38.2576
164.307	38.2299
166.675	38.2026
169.078	38.176
171.515	38.1506
173.988	38.1267
176.496	38.1046
179.04	38.0843
181.621	38.0657
184.239	38.0484
186.895	38.0324
189.589	38.0175
192.322	38.0035
195.094	37.9903
197.906	37.9775
200.759	37.9645
203.653	37.9504
206.589	37.9344
209.567	37.9155
212.588	37.8928
215.652	37.8656
218.761	37.8334
221.914	37.7976
225.113	37.7599
228.358	37.7218
231.65	37.6848
234.989	37.6506
238.38	37.6204
241.81	37.5951
245.3	37.574
248.83	37.5562
252.42	37.541
256.06	37.5274
259.75	37.5148
263.5	37.5023
267.29	37.4892
271.15	37.4751
275.06	37.4597
279.02	37.443
283.04	37.4247
287.12	37.4048
291.26	37.3831
295.46	37.3597
299.72	37.3349
304.04	37.3092
308.42	37.2831
312.87	37.2569
317.38	37.2312
321.95	37.2065
326.6	37.1831
331.3	37.1615
336.08	37.1416
340.92	37.1234
345.84	37.1066
350.82	37.0911
355.88	37.0767
361.01	37.0632
366.21	37.0502
371.49	37.037
376.85	37.0231
382.28	37.0077
387.79	36.9902
393.38	36.9698
399.05	36.9459
404.8	36.9177
410.64	36.8865
416.56	36.8544
422.56	36.8235
428.66	36.796
434.83	36.7739
441.1	36.7592
447.46	36.7532
453.91	36.7547
460.46	36.7618
467.09	36.7728
473.83	36.7861
480.66	36.8001
487.58	36.8132
494.61	36.8237
501.74	36.8308
508.98	36.8345
516.31	36.8353
523.76	36.8334
531.31	36.8292
538.96	36.8233
546.73	36.816
554.61	36.8078
562.61	36.799
570.72	36.7899
578.95	36.7808
587.29	36.7721
595.76	36.7641
604.35	36.757
613.06	36.7511
621.9	36.7467
630.86	36.744
639.95	36.7433
649.18	36.7447
658.54	36.7485
668.03	36.7549
677.66	36.764
687.43	36.7758
697.34	36.79
707.39	36.8063
717.59	36.8245
727.93	36.8445
738.42	36.8661
749.07	36.8889
759.87	36.9133
770.82	36.9401
781.93	36.9703
793.2	37.0047
804.64	37.0445
816.24	37.0907
828	37.1441
839.94	37.2054
852.05	37.2747
864.33	37.352
876.79	37.4372
889.43	37.5306
902.25	37.6322
915.25	37.7425
928.45	37.861
941.83	37.9868
955.41	38.1186
969.18	38.255
983.15	38.3944
997.32	38.5352
1011.7	38.6767
1026.28	38.8197
1041.08	38.965
1056.09	39.1137
1071.31	39.2666
1086.75	39.4246
1102.42	39.5875
1118.31	39.7542
1134.43	39.9237
1150.78	40.0948
1167.37	40.2666
1184.2	40.4379
1201.27	40.6079
1218.59	40.7759
1236.15	40.9415
1253.97	41.104
1272.05	41.2631
1290.38	41.4184
1308.99	41.5701
1327.85	41.7183
1347	41.8632
1366.41	42.0048
1386.11	42.1434
1406.09	42.2791
1426.36	42.4121
1446.92	42.5428
1467.78	42.6712
1488.94	42.7977
1510.4	42.9224
1532.17	43.0455
1554.26	43.168
1576.66	43.2911
1599.39	43.4163
1622.45	43.545
1645.84	43.6784
1669.56	43.8174
1693.63	43.9613
1718.04	44.1088
1742.81	44.2587
1767.93	44.4098
1793.42	44.5612
1819.27	44.7123
1845.49	44.8643
1872.1	45.0186
1899.08	45.1767
1926.46	45.3404
1954.23	45.5117
1982.4	45.6919
2010.97	45.8787
2039.96	46.0692
2069.37	46.2601
2099.2	46.448
2129.46	46.6307
2160.16	46.8091
2191.3	46.9848
2222.88	47.159
2254.93	47.3329
2287.43	47.5078
2320.41	47.6812
2353.85	47.8471
2387.8	47.9998
2422.2	48.1354
2457.1	48.2518
2492.5	48.3486
2528.5	48.4272
2564.9	48.489
2601.9	48.5345
2639.4	48.5636
2677.4	48.5754
2716	48.5684
2755.2	48.5399
2794.9	48.4876
2835.2	48.4119
2876.1	48.3143
2917.5	48.1966
2959.6	48.0618
3002.2	47.9132
3045.5	47.7554
3089.4	47.5913
3134	47.4233
3179.1	47.254
3225	47.0862
3271.5	46.9227
3318.6	46.7649
3366.5	46.6125
3415	46.4648
3464.2	46.3213
3514.1	46.1817
3564.8	46.0457
3616.2	45.913
3668.3	45.7838
3721.2	45.6576
3774.8	45.5344
3829.3	45.4136
3884.5	45.2949
3940.4	45.1779
3997.2	45.0622
4054.9	44.9477
4113.3	44.8341
4172.6	44.7212
4232.8	44.609
4293.8	44.497
4355.7	44.3842
4418.5	44.2692
4482.2	44.1505
4546.8	44.0264
4612.3	43.8952
4678.8	43.7552
4746.2	43.6047
4814.7	43.4415
4884.1	43.2627
4954.5	43.064
5025.9	42.8392
5098.3	42.5799
5171.8	42.2823
5246.4	41.945
5322	41.571
5398.7	41.1668
5476.6	40.7329
5555.5	40.2662
5635.6	39.7626
5716.8	39.2243
5799.2	38.6652
5882.8	38.0941
5967.6	37.4765
6053.6	36.7693
6140.9	36.7742
6229.4	37.0422
6319.2	37.41
6410.3	37.8786
6502.7	38.1461
6596.5	38.0884
6691.6	37.8488
6788	37.4533
6885.9	36.9515
6985.1	36.4495
7085.8	36.0206
7188	35.6609
7291.6	35.3396
7396.7	35.0362
7503.3	34.7391
7611.5	34.459
7721.2	34.2104
7832.5	33.9998
7945.4	33.8279
8059.9	33.6924
8176.1	33.5876
8294	33.5098
8413.5	33.4581
8534.8	33.4336
8657.9	33.4399
8782.7	33.4843
8909.3	33.5778
9037.7	33.7268
9168	33.9321
9300.1	34.1865
9434.2	34.4719
9570.2	34.7651
9708.1	35.0599
9848.1	35.3547
9990	35.648
10134.1	35.9375
10280.1	36.2025
