x	Curve1
20.1344	39.1492
20.4263	39.1325
20.7225	39.1157
21.023	39.099
21.3279	39.0822
21.6371	39.0655
21.9509	39.0488
22.2692	39.0321
22.5921	39.0155
22.9197	38.9988
23.252	38.982
23.5892	38.9649
23.931	38.9474
24.278	38.9294
24.63	38.9109
24.987	38.8918
25.35	38.8716
25.717	38.8499
26.09	38.8261
26.469	38.7997
26.852	38.7696
27.242	38.7348
27.637	38.6937
28.038	38.6469
28.444	38.5978
28.857	38.5497
29.275	38.505
29.7	38.4644
30.13	38.428
30.567	38.3954
31.01	38.3656
31.46	38.3378
31.916	38.3112
32.379	38.2855
32.849	38.2603
33.325	38.2353
33.808	38.2104
34.298	38.1851
34.796	38.1591
35.3	38.132
35.812	38.1032
36.331	38.0716
36.858	38.0367
37.393	37.9977
37.935	37.9537
38.485	37.9043
39.043	37.8498
39.609	37.7917
40.184	37.7317
40.766	37.6701
41.357	37.607
41.957	37.5426
42.565	37.4772
43.183	37.4107
43.809	37.3434
44.444	37.2753
45.089	37.2063
45.742	37.1363
46.406	37.0652
47.079	36.9929
47.761	36.9196
48.454	36.845
49.156	36.7691
49.869	36.6921
50.592	36.6138
51.326	36.5345
52.07	36.4546
52.825	36.3743
53.591	36.2939
54.368	36.2136
55.157	36.1337
55.957	36.0544
56.768	35.9762
57.591	35.8994
58.426	35.8245
59.273	35.7521
60.133	35.6823
61.005	35.615
61.889	35.5497
62.787	35.4859
63.697	35.4229
64.621	35.3594
65.558	35.2942
66.509	35.2257
67.473	35.1543
68.451	35.0812
69.444	35.0078
70.451	34.9353
71.473	34.8652
72.509	34.7986
73.56	34.736
74.627	34.6762
75.709	34.6179
76.807	34.56
77.921	34.5011
79.051	34.44
80.197	34.3751
81.36	34.3054
82.54	34.2317
83.736	34.156
84.951	34.0803
86.183	34.0063
87.432	33.9353
88.7	33.8681
89.986	33.8044
91.291	33.743
92.615	33.6833
93.958	33.6244
95.32	33.5657
96.702	33.5058
98.105	33.4398
99.527	33.3376
100.97	33.2601
102.435	33.1957
103.92	33.1343
105.427	33.0741
106.956	33.0147
108.506	32.9554
110.08	32.896
111.676	32.8361
113.295	32.7757
114.938	32.7156
116.605	32.657
118.296	32.6014
120.011	32.5502
121.751	32.5046
123.517	32.4654
125.308	32.4313
127.125	32.4
128.968	32.3692
130.838	32.3372
132.736	32.3022
134.66	32.2623
136.613	32.2161
138.594	32.1638
140.604	32.1077
142.643	32.0502
144.711	31.9937
146.809	31.9407
148.938	31.8943
151.098	31.8573
153.289	31.8298
155.512	31.8082
157.767	31.7887
160.054	31.7677
162.375	31.7423
164.73	31.7104
167.118	31.671
169.542	31.625
172	31.5746
174.494	31.5216
177.025	31.4674
179.591	31.4134
182.196	31.3607
184.838	31.311
187.518	31.2662
190.237	31.2285
192.995	31.1982
195.794	31.174
198.633	31.1536
201.513	31.1339
204.435	31.1109
207.4	31.0804
210.407	31.0398
213.458	30.9911
216.554	30.9371
219.694	30.8805
222.879	30.8233
226.111	30.7675
229.39	30.7143
232.716	30.6645
236.091	30.6175
239.51	30.5727
242.99	30.5298
246.51	30.4884
250.09	30.4483
253.71	30.4093
257.39	30.3764
261.12	30.3596
264.91	30.3454
268.75	30.3312
272.65	30.3167
276.6	30.302
280.61	30.2869
284.68	30.2717
288.81	30.2563
293	30.2407
297.25	30.2251
301.56	30.2093
305.93	30.1935
310.36	30.1776
314.87	30.1616
319.43	30.1456
324.06	30.1294
328.76	30.1132
333.53	30.097
338.37	30.0807
343.27	30.0643
348.25	30.0478
353.3	30.0313
358.42	30.0147
363.62	29.998
368.89	29.9812
374.24	29.9643
379.67	29.9473
385.17	29.9302
390.76	29.9129
396.43	29.8954
402.17	29.8776
408.01	29.8596
413.92	29.8411
419.92	29.8222
426.01	29.8026
432.19	29.7822
438.46	29.7612
444.82	29.7406
451.27	29.7328
457.81	29.7442
