x    Curve1













20.0474    39.0488
20.3338    39.0742
20.6243    39.0998
20.919    39.1255
21.2179    39.1513
21.521    39.1774
21.8285    39.2038
22.1403    39.2306
22.4567    39.2577
22.7775    39.2848
23.1029    39.3117
23.433    39.3378
23.768    39.3628
24.107    39.3864
24.452    39.4082
24.801    39.4276
25.155    39.4448
25.515    39.4606
25.879    39.4759
26.249    39.4916
26.624    39.5086
27.005    39.5279
27.39    39.5504
27.782    39.5762
28.179    39.6041
28.581    39.6329
28.99    39.6612
29.404    39.6878
29.824    39.7116
30.25    39.7313
30.682    39.7466
31.12    39.7581
31.565    39.7668
32.016    39.7733
32.473    39.7785
32.937    39.7832
33.408    39.788
33.885    39.7937
34.369    39.8004
34.86    39.808
35.358    39.8163
35.864    39.8252
36.376    39.8347
36.896    39.8445
37.423    39.8546
37.958    39.8648
38.5    39.8747
39.05    39.8842
39.608    39.893
40.174    39.9008
40.748    39.9073
41.33    39.9123
41.92    39.9155
42.519    39.9172
43.127    39.9177
43.743    39.9172
44.368    39.9161
45.002    39.9146
45.645    39.913
46.297    39.9117
46.958    39.9106
47.629    39.91
48.31    39.9097
49    39.9098
49.7    39.9103
50.41    39.9112
51.13    39.9125
51.861    39.9141
52.601    39.9158
53.353    39.9172
54.115    39.9181
54.888    39.918
55.673    39.9166
56.468    39.9135
57.275    39.9084
58.093    39.9014
58.923    39.8929
59.765    39.8835
60.619    39.8735
61.485    39.8636
62.363    39.8541
63.254    39.8456
64.158    39.8381
65.075    39.8309
66.004    39.8237
66.947    39.8161
67.904    39.8077
68.874    39.798
69.858    39.7867
70.856    39.7735
71.868    39.7587
72.895    39.7425
73.937    39.7252
74.993    39.7072
76.064    39.6886
77.151    39.6699
78.253    39.6513
79.371    39.6329
80.505    39.6149
81.655    39.5973
82.822    39.5802
84.005    39.5636
85.206    39.5475
86.423    39.5321
87.658    39.517
88.91    39.5019
90.18    39.4864
91.469    39.4703
92.775    39.453
94.101    39.4343
95.445    39.4138
96.809    39.3911
98.192    39.3667
99.595    39.3408
101.018    39.3138
102.461    39.2861
103.925    39.2583
105.41    39.2306
106.916    39.2035
108.443    39.177
109.993    39.1508
111.564    39.125
113.158    39.0994
114.775    39.074
116.415    39.0487
118.078    39.0233
119.765    38.998
121.476    38.9728
123.211    38.9476
124.972    38.9227
126.757    38.898
128.568    38.8735
130.405    38.8494
132.268    38.8255
134.158    38.8014
136.075    38.7767
138.019    38.751
139.99    38.7239
141.991    38.695
144.019    38.6638
146.077    38.6304
148.164    38.5955
150.281    38.5596
152.428    38.5236
154.605    38.4881
156.814    38.4536
159.055    38.4206
161.327    38.3894
163.632    38.3599
165.97    38.3321
168.341    38.306
170.746    38.282
173.186    38.2604
175.66    38.2423
178.17    38.2285
180.715    38.2163
183.297    38.2021
185.916    38.185
188.572    38.1652
191.266    38.1435
193.999    38.1203
196.77    38.0959
199.582    38.0707
202.433    38.045
205.325    38.0188
208.259    37.9922
211.234    37.9654
214.252    37.9382
217.313    37.9109
220.418    37.8833
223.567    37.8556
226.761    37.8277
230.001    37.7996
233.287    37.7713
236.62    37.7428
240    37.7142
243.43    37.6852
246.91    37.6559
