* Measurement data measured by REW V5.20.9
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 128k Log Swept Sine, 4 sweeps at -12.0 dBFS with no timing reference
* Dated: Sep 26, 2022 12:45:57 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Left
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.299999 95.086 -126.1826
20.600000 95.125 -126.7475
20.900000 95.207 -127.8410
21.200001 95.280 -128.8768
21.400000 95.323 -129.5215
21.799999 95.402 -130.7962
22.000000 95.438 -131.4362
22.400000 95.505 -132.7125
22.700001 95.552 -133.6617
23.000000 95.596 -134.6039
23.299999 95.638 -135.5387
23.600000 95.680 -136.4673
24.000000 95.734 -137.6977
24.299999 95.774 -138.6139
24.700001 95.825 -139.8219
25.000000 95.862 -140.7127
25.400000 95.910 -141.8749
25.799999 95.956 -143.0066
26.200001 96.002 -144.1116
26.500000 96.035 -144.9259
26.900000 96.077 -145.9943
27.200001 96.106 -146.7822
27.600000 96.141 -147.8115
28.000000 96.174 -148.8146
28.500000 96.210 -150.0348
29.000000 96.245 -151.2309
29.500000 96.276 -152.4164
30.000000 96.304 -153.5954
30.400000 96.324 -154.5309
30.700001 96.338 -155.2257
31.100000 96.354 -156.1418
31.500000 96.371 -157.0463
32.000000 96.391 -158.1624
32.500000 96.411 -159.2636
33.000000 96.431 -160.3498
33.500000 96.450 -161.4182
34.000000 96.468 -162.4635
34.500000 96.484 -163.4809
35.000000 96.500 -164.4715
35.500000 96.514 -165.4416
36.000000 96.526 -166.3944
36.500000 96.534 -167.3239
37.000000 96.540 -168.2221
37.500000 96.546 -169.0936
38.200001 96.556 -170.3067
38.700001 96.562 -171.1874
39.500000 96.562 -172.5966
40.000000 96.559 -173.4546
40.599998 96.556 -174.4638
41.200001 96.554 -175.4669
41.799999 96.550 -176.4619
42.500000 96.543 -177.5937
43.099998 96.538 -178.5373
43.700001 96.533 -179.4663
44.400002 96.526 179.4694
45.000000 96.518 178.5810
45.500000 96.512 177.8560
46.200001 96.502 176.8559
46.799999 96.492 176.0101
47.500000 96.478 175.0391
48.200001 96.462 174.0842
48.700001 96.450 173.4115
49.400002 96.432 172.4831
50.000000 96.417 171.6947
50.799999 96.394 170.6458
51.500000 96.371 169.7415
52.200001 96.347 168.8660
53.000000 96.321 167.8870
53.799999 96.296 166.9087
54.500000 96.272 166.0645
55.200001 96.247 165.2414
56.000000 96.220 164.3171
57.000000 96.185 163.1824
58.000000 96.148 162.0808
59.000000 96.109 161.0108
60.000000 96.069 159.9695
60.799999 96.035 159.1460
61.500000 96.004 158.4297
62.200001 95.972 157.7183
63.000000 95.934 156.9113
64.000000 95.887 155.9157
65.000000 95.840 154.9334
66.000000 95.795 153.9637
67.000000 95.749 153.0142
68.000000 95.703 152.0920
69.000000 95.655 151.2060
70.000000 95.608 150.3409
71.000000 95.559 149.4857
72.000000 95.507 148.6407
73.000000 95.454 147.8081
74.000000 95.400 146.9904
75.000000 95.346 146.1811
76.199997 95.279 145.2324
77.500000 95.206 144.2329
78.800003 95.131 143.2657
80.000000 95.060 142.4075
81.199997 94.988 141.5789
82.500000 94.909 140.7103
83.800003 94.829 139.8862
85.000000 94.754 139.1654
86.199997 94.679 138.4887
87.500000 94.596 137.8078
88.500000 94.533 137.3362
90.000000 94.439 136.7065
91.199997 94.365 136.3249
92.500000 94.296 136.0540
93.800003 94.249 135.9209
95.000000 94.238 135.8433
96.199997 94.264 135.6982
97.500000 94.329 135.2881
98.800003 94.400 134.5245
100.000000 94.453 133.5739
101.500000 94.482 132.1791
103.000000 94.466 130.7693
104.400002 94.422 129.5378
106.000000 94.351 128.2646
107.500000 94.275 127.1559
109.000000 94.195 126.1346
110.599998 94.111 125.1249
112.000000 94.040 124.3008
113.800003 93.952 123.2915
115.000000 93.893 122.6451
117.199997 93.784 121.5161
118.000000 93.746 121.1228
120.599998 93.627 119.8813
122.000000 93.565 119.2325
124.099998 93.472 118.2856
125.000000 93.433 117.8892
126.500000 93.369 117.2338
128.000000 93.306 116.5888
131.500000 93.161 115.1427
132.000000 93.140 114.9422
134.000000 93.060 114.1513
136.000000 92.980 113.3772
138.000000 92.902 112.6225
140.000000 92.825 111.8907
143.000000 92.714 110.8238
145.000000 92.640 110.1302
147.500000 92.550 109.2831
150.000000 92.462 108.4533
152.500000 92.377 107.6394
155.000000 92.292 106.8462
157.500000 92.209 106.0709
160.000000 92.127 105.3151
162.500000 92.046 104.5792
165.000000 91.967 103.8646
167.500000 91.889 103.1657
170.000000 91.811 102.4792
172.500000 91.734 101.8089
175.000000 91.659 101.1595
177.500000 91.584 100.5326
180.000000 91.509 99.9281
182.500000 91.435 99.3462
185.000000 91.360 98.7918
187.500000 91.286 98.2700
190.000000 91.212 97.7863
192.500000 91.138 97.3546
195.000000 91.068 96.9852
197.500000 91.003 96.6897
200.000000 90.950 96.4777
203.000000 90.912 96.3038
206.000000 90.911 96.0990
209.000000 90.943 95.6923
212.000000 90.980 95.0028
214.000000 90.994 94.4210
218.000000 90.982 93.1492
220.000000 90.959 92.5262
224.000000 90.896 91.3812
227.000000 90.842 90.6122
230.000000 90.786 89.9031
233.000000 90.731 89.2429
236.000000 90.677 88.6233
240.000000 90.609 87.8474
243.000000 90.559 87.2931
247.000000 90.497 86.5793
250.000000 90.452 86.0633
254.000000 90.396 85.4013
258.000000 90.342 84.7622
262.000000 90.292 84.1439
265.000000 90.256 83.6927
269.000000 90.211 83.1065
272.000000 90.179 82.6761
276.000000 90.137 82.1127
280.000000 90.098 81.5634
285.000000 90.053 80.8938
290.000000 90.012 80.2427
295.000000 89.974 79.5993
300.000000 89.940 78.9594
304.000000 89.913 78.4556
307.000000 89.894 78.0840
311.000000 89.869 77.5957
315.000000 89.845 77.1110
320.000000 89.816 76.5127
325.000000 89.788 75.9361
330.000000 89.761 75.3801
335.000000 89.737 74.8354
340.000000 89.714 74.2992
345.000000 89.692 73.7787
350.000000 89.672 73.2718
355.000000 89.653 72.7744
360.000000 89.635 72.2888
365.000000 89.619 71.8137
370.000000 89.604 71.3455
375.000000 89.591 70.8891
382.000000 89.574 70.2685
387.000000 89.563 69.8362
395.000000 89.546 69.1632
400.000000 89.537 68.7523
406.000000 89.529 68.2685
412.000000 89.521 67.7933
418.000000 89.514 67.3289
425.000000 89.508 66.8035
431.000000 89.502 66.3647
437.000000 89.498 65.9362
444.000000 89.494 65.4470
450.000000 89.492 65.0362
455.000000 89.491 64.7018
462.000000 89.489 64.2437
468.000000 89.488 63.8610
475.000000 89.488 63.4261
482.000000 89.489 63.0012
487.000000 89.491 62.7048
494.000000 89.493 62.2992
500.000000 89.495 61.9601
508.000000 89.499 61.5202
515.000000 89.503 61.1496
522.000000 89.508 60.7905
530.000000 89.513 60.3916
538.000000 89.519 60.0034
545.000000 89.526 59.6717
552.000000 89.532 59.3485
560.000000 89.539 58.9929
570.000000 89.549 58.5699
580.000000 89.561 58.1637
590.000000 89.573 57.7762
600.000000 89.585 57.4070
608.000000 89.595 57.1231
615.000000 89.605 56.8835
622.000000 89.615 56.6532
630.000000 89.627 56.4009
640.000000 89.642 56.1016
650.000000 89.659 55.8183
660.000000 89.676 55.5500
670.000000 89.694 55.2985
680.000000 89.712 55.0634
690.000000 89.732 54.8423
700.000000 89.753 54.6346
710.000000 89.775 54.4407
720.000000 89.798 54.2603
730.000000 89.822 54.0953
740.000000 89.847 53.9442
750.000000 89.874 53.8043
762.000000 89.908 53.6503
775.000000 89.947 53.5039
788.000000 89.989 53.3767
800.000000 90.031 53.2707
812.000000 90.075 53.1751
825.000000 90.125 53.0819
838.000000 90.178 52.9990
850.000000 90.231 52.9294
862.000000 90.286 52.8639
875.000000 90.348 52.7959
885.000000 90.399 52.7449
900.000000 90.478 52.6672
912.000000 90.545 52.6010
925.000000 90.621 52.5235
938.000000 90.698 52.4380
950.000000 90.773 52.3488
962.000000 90.850 52.2480
975.000000 90.935 52.1248
988.000000 91.022 51.9856
1000.000000 91.104 51.8410
1015.000000 91.207 51.6372
1030.000000 91.312 51.4089
1044.000000 91.410 51.1706
1060.000000 91.522 50.8686
1075.000000 91.627 50.5590
1090.000000 91.730 50.2240
1106.000000 91.839 49.8400
1120.000000 91.932 49.4831
1138.000000 92.049 48.9972
1150.000000 92.125 48.6583
1172.000000 92.259 48.0114
1180.000000 92.306 47.7694
1206.000000 92.453 46.9622
1220.000000 92.528 46.5179
1241.000000 92.636 45.8434
1250.000000 92.681 45.5527
1265.000000 92.752 45.0671
1280.000000 92.821 44.5826
1315.000000 92.970 43.4629
1320.000000 92.990 43.3048
1340.000000 93.068 42.6790
1360.000000 93.143 42.0659
1380.000000 93.214 41.4664
1400.000000 93.282 40.8814
1430.000000 93.380 40.0328
1450.000000 93.443 39.4866
1475.000000 93.520 38.8261
1500.000000 93.595 38.1887
1525.000000 93.669 37.5748
1550.000000 93.743 36.9826
1575.000000 93.818 36.4091
1600.000000 93.893 35.8527
1625.000000 93.969 35.3118
1650.000000 94.047 34.7847
1675.000000 94.127 34.2682
1700.000000 94.210 33.7578
1725.000000 94.295 33.2502
1750.000000 94.383 32.7433
1775.000000 94.475 32.2332
1800.000000 94.570 31.7146
1825.000000 94.668 31.1830
1850.000000 94.769 30.6347
1875.000000 94.873 30.0656
1900.000000 94.980 29.4727
1925.000000 95.090 28.8524
1950.000000 95.202 28.1997
1975.000000 95.317 27.5102
2000.000000 95.432 26.7798
2030.000000 95.573 25.8446
2060.000000 95.713 24.8402
2090.000000 95.852 23.7623
2120.000000 95.987 22.6077
2140.000000 96.075 21.7949
2180.000000 96.242 20.0686
2200.000000 96.320 19.1572
2240.000000 96.462 17.2463
2270.000000 96.555 15.7454
2300.000000 96.634 14.1987
2330.000000 96.698 12.6195
2360.000000 96.746 11.0240
2400.000000 96.786 8.9015
2430.000000 96.798 7.3379
2470.000000 96.791 5.3304
2500.000000 96.772 3.9106
2540.000000 96.737 2.1636
2580.000000 96.701 0.5895
2620.000000 96.681 -0.8693
2650.000000 96.679 -1.9594
2690.000000 96.686 -3.4988
2720.000000 96.689 -4.7360
2760.000000 96.677 -6.4539
2800.000000 96.645 -8.1751
2850.000000 96.582 -10.2419
2900.000000 96.503 -12.1796
2950.000000 96.419 -13.9921
3000.000000 96.331 -15.6960
3040.000000 96.262 -16.9935
3070.000000 96.210 -17.9324
3110.000000 96.142 -19.1420
3150.000000 96.075 -20.3082
3200.000000 95.996 -21.7122
3250.000000 95.920 -23.0629
3300.000000 95.849 -24.3685
3350.000000 95.783 -25.6376
3400.000000 95.723 -26.8793
3450.000000 95.669 -28.1058
3500.000000 95.620 -29.3265
3550.000000 95.577 -30.5509
3600.000000 95.537 -31.7891
3650.000000 95.501 -33.0533
3700.000000 95.465 -34.3578
3750.000000 95.428 -35.7111
3820.000000 95.363 -37.6782
3870.000000 95.303 -39.1078
3950.000000 95.183 -41.3610
4000.000000 95.096 -42.7252
4060.000000 94.982 -44.3269
4120.000000 94.852 -45.9022
4180.000000 94.703 -47.4341
4250.000000 94.498 -49.1022
4310.000000 94.295 -50.3546
4370.000000 94.069 -51.3645
4440.000000 93.790 -52.1345
4500.000000 93.552 -52.3695
4550.000000 93.373 -52.2418
4620.000000 93.183 -51.6223
4680.000000 93.107 -50.8345
4750.000000 93.142 -49.9422
4820.000000 93.303 -49.5232
4870.000000 93.466 -49.7559
4940.000000 93.696 -51.0045
5000.000000 93.832 -52.8633
5080.000000 93.849 -55.9966
5150.000000 93.693 -58.7516
5220.000000 93.405 -61.0392
5300.000000 92.974 -62.7989
5380.000000 92.502 -63.6241
5450.000000 92.091 -63.6832
5520.000000 91.701 -63.2369
5600.000000 91.296 -62.2259
5700.000000 90.861 -60.3651
5800.000000 90.516 -57.9917
5900.000000 90.271 -55.2448
6000.000000 90.137 -52.2632
6080.000000 90.114 -49.8273
6150.000000 90.156 -47.7485
6220.000000 90.253 -45.7939
6300.000000 90.425 -43.7999
6400.000000 90.716 -41.8077
6500.000000 91.065 -40.5210
