Freq dB Phase
792.114258 70.047 -163.9424
792.480469 70.045 -163.9182
792.846680 70.045 -163.8851
793.212891 70.046 -163.8523
793.579102 70.048 -163.8272
793.945312 70.049 -163.8091
794.311523 70.049 -163.7914
794.677734 70.049 -163.7680
795.043945 70.049 -163.7385
795.410156 70.051 -163.7077
795.776367 70.052 -163.6801
796.142578 70.054 -163.6558
796.508789 70.055 -163.6317
796.875000 70.057 -163.6056
797.241211 70.059 -163.5795
797.607422 70.061 -163.5570
797.973633 70.062 -163.5386
798.339844 70.063 -163.5194
798.706055 70.063 -163.4932
799.072266 70.064 -163.4597
799.438477 70.066 -163.4272
799.804688 70.070 -163.4067
800.170898 70.073 -163.4022
800.537109 70.073 -163.4047
800.903320 70.070 -163.3974
801.269531 70.066 -163.3687
801.635742 70.065 -163.3226
802.001953 70.066 -163.2769
802.368164 70.069 -163.2489
802.734375 70.071 -163.2411
803.100586 70.070 -163.2387
803.466797 70.066 -163.2206
803.833008 70.062 -163.1767
804.199219 70.061 -163.1160
804.565430 70.064 -163.0597
804.931641 70.070 -163.0248
805.297852 70.075 -163.0125
805.664062 70.077 -163.0096
806.030273 70.077 -163.0016
806.396484 70.077 -162.9832
806.762695 70.078 -162.9602
807.128906 70.080 -162.9402
807.495117 70.081 -162.9244
807.861328 70.082 -162.9064
808.227539 70.083 -162.8801
808.593750 70.085 -162.8477
808.959961 70.088 -162.8195
809.326172 70.093 -162.8049
809.692383 70.096 -162.8030
810.058594 70.096 -162.8017
810.424805 70.094 -162.7873
810.791016 70.093 -162.7550
811.157227 70.094 -162.7132
811.523438 70.096 -162.6764
811.889648 70.100 -162.6538
812.255859 70.102 -162.6425
812.622070 70.101 -162.6310
812.988281 70.100 -162.6083
813.354492 70.098 -162.5710
813.720703 70.098 -162.5245
814.086914 70.101 -162.4784
814.453125 70.106 -162.4425
814.819336 70.112 -162.4244
815.185547 70.117 -162.4287
815.551758 70.120 -162.4538
815.917969 70.119 -162.4884
816.284180 70.112 -162.5114
816.650391 70.103 -162.5006
817.016602 70.094 -162.4457
817.382812 70.090 -162.3584
817.749023 70.094 -162.2688
818.115234 70.103 -162.2078
818.481445 70.112 -162.1883
818.847656 70.119 -162.1972
819.213867 70.120 -162.2069
819.580078 70.120 -162.1957
819.946289 70.121 -162.1629
820.312500 70.125 -162.1278
820.678711 70.131 -162.1130
821.044922 70.136 -162.1257
821.411133 70.137 -162.1522
821.777344 70.133 -162.1671
822.143555 70.126 -162.1517
822.509766 70.121 -162.1052
822.875977 70.120 -162.0433
823.242188 70.122 -161.9858
823.608398 70.126 -161.9443
823.974609 70.130 -161.9182
824.340820 70.133 -161.9000
824.707031 70.135 -161.8837
825.073242 70.137 -161.8683
825.439453 70.138 -161.8555
825.805664 70.139 -161.8450
826.171875 70.139 -161.8329
826.538086 70.138 -161.8144
826.904297 70.138 -161.7881
827.270508 70.138 -161.7574
827.636719 70.140 -161.7273
828.002930 70.142 -161.7006
828.369141 70.144 -161.6758
828.735352 70.145 -161.6502
829.101562 70.147 -161.6238
829.467773 70.150 -161.6004
829.833984 70.153 -161.5850
830.200195 70.155 -161.5773
830.566406 70.155 -161.5705
830.932617 70.153 -161.5551
831.298828 70.151 -161.5255
831.665039 70.150 -161.4851
832.031250 70.151 -161.4438
832.397461 70.154 -161.4103
832.763672 70.156 -161.3859
833.129883 70.157 -161.3646
833.496094 70.158 -161.3396
833.862305 70.160 -161.3109
834.228516 70.163 -161.2858
834.594727 70.166 -161.2722
834.960938 70.169 -161.2706
835.327148 70.169 -161.2719
835.693359 70.167 -161.2636
836.059570 70.165 -161.2389
836.425781 70.164 -161.2023
836.791992 70.165 -161.1647
837.158203 70.168 -161.1347
837.524414 70.170 -161.1120
837.890625 70.171 -161.0894
838.256836 70.172 -161.0613
838.623047 70.174 -161.0297
838.989258 70.177 -161.0032
839.355469 70.180 -160.9888
839.721680 70.182 -160.9845
840.087891 70.180 -160.9786
840.454102 70.177 -160.9570
840.820312 70.174 -160.9138
841.186523 70.173 -160.8556
841.552734 70.176 -160.7981
841.918945 70.182 -160.7569
842.285156 70.188 -160.7390
842.651367 70.192 -160.7401
843.017578 70.193 -160.7481
843.383789 70.192 -160.7499
843.750000 70.190 -160.7380
844.116211 70.189 -160.7123
844.482422 70.188 -160.6788
844.848633 70.190 -160.6452
845.214844 70.193 -160.6170
845.581055 70.196 -160.5952
845.947266 70.199 -160.5778
846.313477 70.202 -160.5621
846.679688 70.205 -160.5472
847.045898 70.208 -160.5342
847.412109 70.211 -160.5235
847.778320 70.213 -160.5140
848.144531 70.215 -160.5031
848.510742 70.216 -160.4888
848.876953 70.216 -160.4711
849.243164 70.217 -160.4513
849.609375 70.218 -160.4295
849.975586 70.218 -160.4043
850.341797 70.219 -160.3739
850.708008 70.220 -160.3396
851.074219 70.223 -160.3067
851.440430 70.226 -160.2824
851.806641 70.229 -160.2697
852.172852 70.231 -160.2650
852.539062 70.231 -160.2595
852.905273 70.229 -160.2447
853.271484 70.228 -160.2179
853.637695 70.227 -160.1834
854.003906 70.229 -160.1485
854.370117 70.231 -160.1198
854.736328 70.234 -160.0991
855.102539 70.236 -160.0849
855.468750 70.237 -160.0730
855.834961 70.237 -160.0585
856.201172 70.237 -160.0365
856.567383 70.236 -160.0037
856.933594 70.236 -159.9608
857.299805 70.239 -159.9139
857.666016 70.243 -159.8728
858.032227 70.249 -159.8462
858.398438 70.255 -159.8365
858.764648 70.258 -159.8380
859.130859 70.259 -159.8398
859.497070 70.258 -159.8317
859.863281 70.257 -159.8096
860.229492 70.257 -159.7776
860.595703 70.258 -159.7447
860.961914 70.261 -159.7203
861.328125 70.264 -159.7082
861.694336 70.265 -159.7049
862.060547 70.264 -159.7012
862.426758 70.262 -159.6876
862.792969 70.259 -159.6602
863.159180 70.258 -159.6233
863.525391 70.259 -159.5860
863.891602 70.261 -159.5554
864.257812 70.262 -159.5307
864.624023 70.262 -159.5040
864.990234 70.263 -159.4682
865.356445 70.266 -159.4252
865.722656 70.271 -159.3876
866.088867 70.278 -159.3705
866.455078 70.284 -159.3785
866.821289 70.286 -159.3999
867.187500 70.284 -159.4124
867.553711 70.279 -159.3983
867.919922 70.277 -159.3570
868.286133 70.279 -159.3067
868.652344 70.284 -159.2706
869.018555 70.289 -159.2611
869.384766 70.292 -159.2711
869.750977 70.291 -159.2794
870.117188 70.287 -159.2663
870.483398 70.283 -159.2256
870.849609 70.283 -159.1676
871.215820 70.287 -159.1113
871.582031 70.293 -159.0721
871.948242 70.300 -159.0548
872.314453 70.304 -159.0534
872.680664 70.307 -159.0570
873.046875 70.307 -159.0558
873.413086 70.306 -159.0443
873.779297 70.305 -159.0219
874.145508 70.305 -158.9917
874.511719 70.307 -158.9584
874.877930 70.309 -158.9272
875.244141 70.312 -158.9017
875.610352 70.315 -158.8831
875.976562 70.318 -158.8702
876.342773 70.319 -158.8601
876.708984 70.320 -158.8505
877.075195 70.320 -158.8391
877.441406 70.319 -158.8231
877.807617 70.318 -158.7995
878.173828 70.316 -158.7653
878.540039 70.315 -158.7205
878.906250 70.317 -158.6700
879.272461 70.320 -158.6232
879.638672 70.326 -158.5895
880.004883 70.331 -158.5727
880.371094 70.334 -158.5678
880.737305 70.335 -158.5631
881.103516 70.334 -158.5470
881.469727 70.333 -158.5157
881.835938 70.335 -158.4763
882.202148 70.339 -158.4420
882.568359 70.343 -158.4233
882.934570 70.347 -158.4209
883.300781 70.348 -158.4249
883.666992 70.347 -158.4221
884.033203 70.345 -158.4050
884.399414 70.344 -158.3764
884.765625 70.345 -158.3458
885.131836 70.347 -158.3214
885.498047 70.348 -158.3028
885.864258 70.349 -158.2828
886.230469 70.350 -158.2546
886.596680 70.352 -158.2204
886.962891 70.358 -158.1920
887.329102 70.365 -158.1836
887.695312 70.370 -158.1998
888.061523 70.372 -158.2291
888.427734 70.369 -158.2492
888.793945 70.363 -158.2390
889.160156 70.359 -158.1932
889.526367 70.360 -158.1263
889.892578 70.366 -158.0657
890.258789 70.376 -158.0350
890.625000 70.385 -158.0407
890.991211 70.389 -158.0681
891.357422 70.388 -158.0898
891.723633 70.383 -158.0813
892.089844 70.378 -158.0338
892.456055 70.378 -157.9602
892.822266 70.383 -157.8874
893.188477 70.393 -157.8421
893.554688 70.403 -157.8361
893.920898 70.409 -157.8599
894.287109 70.408 -157.8880
894.653320 70.403 -157.8934
895.019531 70.397 -157.8629
895.385742 70.394 -157.8049
895.751953 70.395 -157.7428
896.118164 70.400 -157.6994
896.484375 70.404 -157.6819
896.850586 70.405 -157.6784
897.216797 70.404 -157.6680
897.583008 70.401 -157.6371
897.949219 70.401 -157.5893
898.315430 70.403 -157.5418
898.681641 70.408 -157.5111
899.047852 70.413 -157.4998
899.414062 70.415 -157.4956
899.780273 70.415 -157.4826
900.146484 70.416 -157.4544
900.512695 70.419 -157.4198
900.878906 70.424 -157.3944
901.245117 70.430 -157.3876
901.611328 70.434 -157.3946
901.977539 70.434 -157.4004
902.343750 70.434 -157.3920
902.709961 70.434 -157.3678
903.076172 70.435 -157.3377
903.442383 70.439 -157.3142
903.808594 70.442 -157.3024
904.174805 70.444 -157.2972
904.541016 70.444 -157.2879
904.907227 70.442 -157.2666
905.273438 70.442 -157.2330
905.639648 70.443 -157.1939
906.005859 70.446 -157.1587
906.372070 70.449 -157.1340
906.738281 70.452 -157.1207
907.104492 70.454 -157.1132
907.470703 70.453 -157.1021
907.836914 70.452 -157.0794
908.203125 70.452 -157.0439
908.569336 70.454 -157.0041
908.935547 70.459 -156.9738
909.301758 70.465 -156.9639
909.667969 70.468 -156.9735
910.034180 70.468 -156.9888
910.400391 70.465 -156.9903
910.766602 70.461 -156.9657
911.132812 70.460 -156.9174
911.499023 70.462 -156.8617
911.865234 70.468 -156.8180
912.231445 70.476 -156.7983
912.597656 70.482 -156.8008
912.963867 70.485 -156.8138
913.330078 70.485 -156.8223
913.696289 70.483 -156.8152
914.062500 70.481 -156.7890
914.428711 70.481 -156.7483
914.794922 70.483 -156.7035
915.161133 70.487 -156.6663
915.527344 70.492 -156.6431
915.893555 70.495 -156.6309
916.259766 70.496 -156.6180
916.625977 70.496 -156.5921
916.992188 70.497 -156.5500
917.358398 70.501 -156.5021
917.724609 70.508 -156.4666
918.090820 70.516 -156.4563
918.457031 70.522 -156.4687
918.823242 70.523 -156.4865
919.189453 70.522 -156.4900
919.555664 70.520 -156.4703
919.921875 70.520 -156.4354
920.288086 70.524 -156.4033
920.654297 70.529 -156.3882
921.020508 70.533 -156.3916
921.386719 70.534 -156.4023
921.752930 70.532 -156.4053
922.119141 70.529 -156.3908
922.485352 70.527 -156.3578
922.851562 70.526 -156.3127
923.217773 70.528 -156.2646
923.583984 70.531 -156.2216
923.950195 70.536 -156.1894
924.316406 70.541 -156.1694
924.682617 70.544 -156.1581
925.048828 70.546 -156.1482
925.415039 70.547 -156.1321
925.781250 70.547 -156.1065
926.147461 70.549 -156.0749
926.513672 70.551 -156.0445
926.879883 70.555 -156.0206
927.246094 70.558 -156.0025
927.612305 70.560 -155.9849
927.978516 70.561 -155.9634
928.344727 70.564 -155.9396
928.710938 70.567 -155.9197
929.077148 70.571 -155.9089
929.443359 70.573 -155.9057
929.809570 70.573 -155.9013
930.175781 70.572 -155.8863
930.541992 70.572 -155.8574
930.908203 70.573 -155.8206
931.274414 70.576 -155.7861
931.640625 70.580 -155.7611
932.006836 70.584 -155.7451
932.373047 70.586 -155.7323
932.739258 70.588 -155.7175
933.105469 70.590 -155.6997
933.471680 70.592 -155.6820
933.837891 70.595 -155.6668
934.204102 70.597 -155.6536
934.570312 70.598 -155.6405
934.936523 70.600 -155.6269
935.302734 70.602 -155.6148
935.668945 70.603 -155.6047
936.035156 70.603 -155.5930
936.401367 70.603 -155.5734
936.767578 70.604 -155.5432
937.133789 70.608 -155.5106
937.500000 70.614 -155.4916
937.866211 70.621 -155.4988
938.232422 70.625 -155.5283
938.598633 70.624 -155.5585
938.964844 70.619 -155.5633
939.331055 70.615 -155.5328
939.697266 70.616 -155.4822
940.063477 70.621 -155.4418
940.429688 70.628 -155.4321
940.795898 70.632 -155.4463
941.162109 70.631 -155.4549
941.528320 70.628 -155.4297
941.894531 70.627 -155.3687
942.260742 70.633 -155.2997
942.626953 70.643 -155.2596
942.993164 70.654 -155.2648
943.359375 70.659 -155.2978
943.725586 70.657 -155.3215
944.091797 70.652 -155.3077
944.458008 70.648 -155.2575
944.824219 70.650 -155.1975
945.190430 70.656 -155.1564
945.556641 70.660 -155.1420
945.922852 70.662 -155.1380
946.289062 70.661 -155.1208
946.655273 70.660 -155.0815
947.021484 70.662 -155.0320
947.387695 70.667 -154.9945
947.753906 70.673 -154.9811
948.120117 70.676 -154.9843
948.486328 70.676 -154.9834
948.852539 70.674 -154.9616
949.218750 70.674 -154.9189
949.584961 70.678 -154.8711
949.951172 70.685 -154.8376
950.317383 70.693 -154.8278
950.683594 70.699 -154.8370
951.049805 70.702 -154.8520
951.416016 70.703 -154.8609
951.782227 70.703 -154.8588
952.148438 70.702 -154.8471
952.514648 70.702 -154.8287
952.880859 70.702 -154.8044
953.247070 70.702 -154.7735
953.613281 70.704 -154.7367
953.979492 70.706 -154.6976
954.345703 70.710 -154.6621
954.711914 70.715 -154.6351
955.078125 70.720 -154.6185
955.444336 70.725 -154.6111
955.810547 70.728 -154.6098
956.176758 70.730 -154.6115
956.542969 70.731 -154.6130
956.909180 70.731 -154.6099
957.275391 70.729 -154.5976
957.641602 70.728 -154.5733
958.007812 70.728 -154.5386
958.374023 70.731 -154.5010
958.740234 70.736 -154.4711
959.106445 70.742 -154.4571
959.472656 70.747 -154.4604
959.838867 70.750 -154.4744
960.205078 70.751 -154.4875
960.571289 70.749 -154.4890
960.937500 70.747 -154.4731
961.303711 70.746 -154.4409
961.669922 70.747 -154.3996
962.036133 70.750 -154.3588
962.402344 70.755 -154.3279
962.768555 70.761 -154.3117
963.134766 70.765 -154.3083
963.500977 70.767 -154.3094
963.867188 70.768 -154.3036
964.233398 70.767 -154.2828
964.599609 70.768 -154.2474
964.965820 70.771 -154.2070
965.332031 70.776 -154.1744
965.698242 70.782 -154.1579
966.064453 70.787 -154.1557
966.430664 70.790 -154.1579
966.796875 70.792 -154.1539
967.163086 70.793 -154.1403
967.529297 70.796 -154.1230
967.895508 70.800 -154.1113
968.261719 70.803 -154.1103
968.627930 70.804 -154.1149
968.994141 70.803 -154.1127
969.360352 70.801 -154.0923
969.726562 70.800 -154.0522
970.092773 70.803 -154.0027
970.458984 70.808 -153.9609
970.825195 70.816 -153.9401
971.191406 70.822 -153.9428
971.557617 70.825 -153.9590
971.923828 70.825 -153.9726
972.290039 70.822 -153.9691
972.656250 70.819 -153.9423
973.022461 70.818 -153.8963
973.388672 70.820 -153.8427
973.754883 70.825 -153.7957
974.121094 70.832 -153.7666
974.487305 70.840 -153.7601
974.853516 70.845 -153.7719
975.219727 70.848 -153.7905
975.585938 70.847 -153.8023
975.952148 70.846 -153.7988
976.318359 70.845 -153.7810
976.684570 70.846 -153.7580
977.050781 70.849 -153.7397
977.416992 70.851 -153.7293
977.783203 70.853 -153.7210
978.149414 70.854 -153.7056
978.515625 70.855 -153.6797
978.881836 70.859 -153.6509
979.248047 70.866 -153.6333
979.614258 70.872 -153.6367
979.980469 70.877 -153.6574
980.346680 70.878 -153.6797
980.712891 70.876 -153.6859
981.079102 70.874 -153.6684
981.445312 70.874 -153.6345
981.811523 70.877 -153.5996
982.177734 70.883 -153.5759
982.543945 70.888 -153.5654
982.910156 70.892 -153.5615
983.276367 70.895 -153.5568
983.642578 70.898 -153.5490
984.008789 70.901 -153.5413
984.375000 70.904 -153.5362
984.741211 70.906 -153.5322
985.107422 70.906 -153.5237
985.473633 70.907 -153.5065
985.839844 70.908 -153.4813
986.206055 70.911 -153.4542
986.572266 70.914 -153.4322
986.938477 70.918 -153.4185
987.304688 70.921 -153.4116
987.670898 70.923 -153.4069
988.037109 70.923 -153.3993
988.403320 70.923 -153.3852
988.769531 70.923 -153.3625
989.135742 70.924 -153.3315
989.501953 70.926 -153.2956
989.868164 70.930 -153.2619
990.234375 70.936 -153.2384
990.600586 70.942 -153.2305
990.966797 70.947 -153.2368
991.333008 70.950 -153.2497
991.699219 70.951 -153.2597
992.065430 70.951 -153.2605
992.431641 70.951 -153.2526
992.797852 70.952 -153.2406
993.164062 70.954 -153.2298
993.530273 70.955 -153.2216
993.896484 70.956 -153.2137
994.262695 70.957 -153.2027
994.628906 70.958 -153.1865
994.995117 70.958 -153.1659
995.361328 70.960 -153.1429
995.727539 70.962 -153.1196
996.093750 70.965 -153.0974
996.459961 70.969 -153.0784
996.826172 70.973 -153.0660
997.192383 70.978 -153.0631
997.558594 70.981 -153.0694
997.924805 70.983 -153.0797
998.291016 70.982 -153.0852
998.657227 70.981 -153.0778
999.023438 70.980 -153.0553
999.389648 70.981 -153.0236
999.755859 70.985 -152.9935
1000.122070 70.990 -152.9755
1000.488281 70.996 -152.9739
1000.854492 71.001 -152.9858
1001.220703 71.003 -153.0023
1001.586914 71.003 -153.0134
1001.953125 71.003 -153.0116
1002.319336 71.002 -152.9947
1002.685547 71.003 -152.9666
1003.051758 71.006 -152.9354
1003.417969 71.011 -152.9106
1003.784180 71.016 -152.8978
1004.150391 71.021 -152.8961
1004.516602 71.025 -152.8992
1004.882812 71.027 -152.9002
1005.249023 71.029 -152.8969
1005.615234 71.031 -152.8933
1005.981445 71.033 -152.8945
1006.347656 71.033 -152.9001
1006.713867 71.031 -152.9011
1007.080078 71.028 -152.8854
1007.446289 71.026 -152.8479
1007.812500 71.026 -152.7970
1008.178711 71.031 -152.7518
1008.544922 71.039 -152.7303
1008.911133 71.047 -152.7378
1009.277344 71.051 -152.7647
1009.643555 71.052 -152.7941
1010.009766 71.051 -152.8127
1010.375977 71.049 -152.8178
1010.742188 71.047 -152.8138
1011.108398 71.047 -152.8059
1011.474609 71.046 -152.7953
1011.840820 71.046 -152.7809
1012.207031 71.048 -152.7638
1012.573242 71.050 -152.7491
1012.939453 71.053 -152.7423
1013.305664 71.056 -152.7441
1013.671875 71.058 -152.7498
1014.038086 71.058 -152.7522
1014.404297 71.057 -152.7470
1014.770508 71.058 -152.7352
1015.136719 71.058 -152.7205
1015.502930 71.059 -152.7057
1015.869141 71.061 -152.6923
1016.235352 71.063 -152.6814
1016.601562 71.066 -152.6755
1016.967773 71.067 -152.6762
1017.333984 71.068 -152.6809
1017.700195 71.067 -152.6822
1018.066406 71.066 -152.6729
1018.432617 71.065 -152.6525
1018.798828 71.067 -152.6297
1019.165039 71.070 -152.6165
1019.531250 71.073 -152.6186
1019.897461 71.074 -152.6306
1020.263672 71.073 -152.6396
1020.629883 71.071 -152.6359
1020.996094 71.070 -152.6205
1021.362305 71.070 -152.6039
1021.728516 71.072 -152.5961
1022.094727 71.072 -152.5980
1022.460938 71.071 -152.6009
1022.827148 71.069 -152.5950
1023.193359 71.067 -152.5782
1023.559570 71.067 -152.5582
1023.925781 71.068 -152.5456
1024.291992 71.069 -152.5444
1024.658203 71.067 -152.5477
1025.024414 71.064 -152.5427
1025.390625 71.060 -152.5208
1025.756836 71.058 -152.4852
1026.123047 71.060 -152.4500
1026.489258 71.064 -152.4314
1026.855469 71.068 -152.4377
1027.221680 71.069 -152.4627
1027.587891 71.066 -152.4892
1027.954102 71.060 -152.4976
1028.320312 71.053 -152.4778
1028.686523 71.048 -152.4349
1029.052734 71.048 -152.3858
1029.418945 71.050 -152.3486
1029.785156 71.052 -152.3302
1030.151367 71.053 -152.3222
1030.517578 71.052 -152.3081
1030.883789 71.050 -152.2768
1031.250000 71.050 -152.2333
1031.616211 71.054 -152.1960
1031.982422 71.059 -152.1832
1032.348633 71.062 -152.1973
1032.714844 71.060 -152.2207
1033.081055 71.053 -152.2267
1033.447266 71.044 -152.1978
1033.813477 71.037 -152.1379
1034.179688 71.035 -152.0689
1034.545898 71.037 -152.0149
1034.912109 71.039 -151.9853
1035.278320 71.039 -151.9709
1035.644531 71.037 -151.9541
1036.010742 71.033 -151.9236
1036.376953 71.032 -151.8831
1036.743164 71.032 -151.8465
1037.109375 71.033 -151.8253
1037.475586 71.033 -151.8192
1037.841797 71.031 -151.8159
1038.208008 71.026 -151.8005
1038.574219 71.021 -151.7657
1038.940430 71.017 -151.7150
1039.306641 71.017 -151.6596
1039.672852 71.018 -151.6097
1040.039062 71.021 -151.5695
1040.405273 71.023 -151.5369
1040.771484 71.025 -151.5064
1041.137695 71.026 -151.4732
1041.503906 71.027 -151.4354
1041.870117 71.028 -151.3941
1042.236328 71.030 -151.3522
1042.602539 71.033 -151.3128
1042.968750 71.035 -151.2773
1043.334961 71.036 -151.2434
1043.701172 71.036 -151.2055
1044.067383 71.036 -151.1581
1044.433594 71.036 -151.1000
1044.799805 71.038 -151.0376
1045.166016 71.042 -150.9813
1045.532227 71.046 -150.9386
1045.898438 71.049 -150.9072
1046.264648 71.050 -150.8757
1046.630859 71.050 -150.8321
1046.997070 71.051 -150.7743
1047.363281 71.055 -150.7143
1047.729492 71.061 -150.6702
1048.095703 71.068 -150.6517
1048.461914 71.071 -150.6498
1048.828125 71.069 -150.6416
1049.194336 71.066 -150.6060
1049.560547 71.064 -150.5406
1049.926758 71.067 -150.4649
1050.292969 71.075 -150.4057
1050.659180 71.084 -150.3769
1051.025391 71.090 -150.3696
1051.391602 71.093 -150.3606
1051.757812 71.094 -150.3327
1052.124023 71.097 -150.2899
1052.490234 71.103 -150.2518
1052.856445 71.109 -150.2343
1053.222656 71.113 -150.2309
1053.588867 71.111 -150.2145
1053.955078 71.108 -150.1584
1054.321289 71.109 -150.0618
1054.687500 71.119 -149.9564
1055.053711 71.136 -149.8875
1055.419922 71.153 -149.8810
1055.786133 71.165 -149.9246
1056.152344 71.168 -149.9755
1056.518555 71.163 -149.9899
1056.884766 71.157 -149.9505
1057.250977 71.155 -149.8738
1057.617188 71.160 -149.7938
1057.983398 71.168 -149.7355
1058.349609 71.176 -149.7018
1058.715820 71.181 -149.6785
1059.082031 71.185 -149.6516
1059.448242 71.189 -149.6184
1059.814453 71.193 -149.5853
1060.180664 71.198 -149.5576
1060.546875 71.201 -149.5326
1060.913086 71.204 -149.5025
1061.279297 71.207 -149.4633
1061.645508 71.212 -149.4206
1062.011719 71.219 -149.3853
1062.377930 71.227 -149.3652
1062.744141 71.233 -149.3586
1063.110352 71.238 -149.3564
1063.476562 71.240 -149.3498
1063.842773 71.242 -149.3351
1064.208984 71.244 -149.3125
1064.575195 71.246 -149.2823
1064.941406 71.249 -149.2437
1065.307617 71.253 -149.1972
1065.673828 71.260 -149.1494
1066.040039 71.269 -149.1113
1066.406250 71.278 -149.0913
1066.772461 71.286 -149.0872
1067.138672 71.291 -149.0862
1067.504883 71.294 -149.0737
1067.871094 71.298 -149.0444
1068.237305 71.304 -149.0073
1068.603516 71.312 -148.9797
1068.969727 71.321 -148.9735
1069.335938 71.328 -148.9855
1069.702148 71.330 -148.9988
1070.068359 71.330 -148.9935
1070.434570 71.330 -148.9604
1070.800781 71.333 -148.9076
1071.166992 71.340 -148.8551
1071.533203 71.350 -148.8224
1071.899414 71.361 -148.8169
1072.265625 71.369 -148.8302
1072.631836 71.373 -148.8451
1072.998047 71.376 -148.8470
1073.364258 71.378 -148.8324
1073.730469 71.382 -148.8090
1074.096680 71.388 -148.7876
1074.462891 71.394 -148.7735
1074.829102 71.399 -148.7627
1075.195312 71.403 -148.7479
1075.561523 71.408 -148.7266
1075.927734 71.414 -148.7051
1076.293945 71.421 -148.6926
1076.660156 71.427 -148.6902
1077.026367 71.430 -148.6863
1077.392578 71.431 -148.6638
1077.758789 71.434 -148.6157
1078.125000 71.442 -148.5564
1078.491211 71.452 -148.5163
1078.857422 71.458 -148.5210
1079.223633 71.465 -148.5709
1079.589844 71.468 -148.6368
1079.956055 71.465 -148.6786
1080.322266 71.460 -148.6723
1080.688477 71.458 -148.6265
1081.054688 71.463 -148.5753
1081.420898 71.473 -148.5528
1081.787109 71.482 -148.5679
1082.153320 71.486 -148.6008
1082.519531 71.485 -148.6197
1082.885742 71.484 -148.6061
1083.251953 71.485 -148.5667
1083.618164 71.491 -148.5262
1083.984375 71.500 -148.5065
1084.350586 71.508 -148.5116
1084.716797 71.514 -148.5275
1085.083008 71.517 -148.5364
1085.449219 71.521 -148.5324
1085.815430 71.525 -148.5240
1086.181641 71.531 -148.5256
1086.547852 71.536 -148.5428
1086.914062 71.538 -148.5664
1087.280273 71.537 -148.5780
1087.646484 71.535 -148.5645
1088.012695 71.534 -148.5279
1088.378906 71.538 -148.4855
1088.745117 71.545 -148.4576
1089.111328 71.552 -148.4540
1089.477539 71.558 -148.4675
1089.843750 71.560 -148.4801
1090.209961 71.560 -148.4760
1090.576172 71.562 -148.4529
1090.942383 71.567 -148.4232
1091.308594 71.575 -148.4053
1091.674805 71.584 -148.4104
1092.041016 71.592 -148.4362
1092.407227 71.596 -148.4697
1092.773438 71.598 -148.4970
1093.139648 71.599 -148.5117
1093.505859 71.600 -148.5164
1093.872070 71.602 -148.5169
1094.238281 71.604 -148.5158
1094.604492 71.606 -148.5109
1094.970703 71.607 -148.4992
1095.336914 71.610 -148.4823
1095.703125 71.615 -148.4666
1096.069336 71.619 -148.4586
1096.435547 71.623 -148.4580
1096.801758 71.626 -148.4575
1097.167969 71.627 -148.4481
1097.534180 71.629 -148.4268
1097.900391 71.633 -148.4000
1098.266602 71.638 -148.3782
1098.632812 71.644 -148.3676
1098.999023 71.649 -148.3655
1099.365234 71.652 -148.3635
1099.731445 71.655 -148.3561
1100.097656 71.659 -148.3454
1100.463867 71.663 -148.3391
1100.830078 71.667 -148.3418
1101.196289 71.670 -148.3493
1101.562500 71.670 -148.3507
1101.928711 71.671 -148.3373
1102.294922 71.672 -148.3112
1102.661133 71.677 -148.2847
1103.027344 71.683 -148.2716
1103.393555 71.689 -148.2770
1103.759766 71.693 -148.2939
1104.125977 71.695 -148.3095
1104.492188 71.696 -148.3155
1104.858398 71.697 -148.3133
1105.224609 71.700 -148.3106
1105.590820 71.702 -148.3134
1105.957031 71.704 -148.3203
1106.323242 71.705 -148.3246
1106.689453 71.706 -148.3204
1107.055664 71.707 -148.3082
1107.421875 71.709 -148.2938
1107.788086 71.712 -148.2823
1108.154297 71.715 -148.2736
1108.520508 71.718 -148.2629
1108.886719 71.721 -148.2470
1109.252930 71.726 -148.2294
1109.619141 71.733 -148.2197
1109.985352 71.739 -148.2258
1110.351562 71.744 -148.2463
1110.717773 71.746 -148.2684
1111.083984 71.745 -148.2754
1111.450195 71.744 -148.2586
1111.816406 71.745 -148.2246
1112.182617 71.750 -148.1927
1112.548828 71.758 -148.1817
1112.915039 71.764 -148.1972
1113.281250 71.767 -148.2268
1113.647461 71.766 -148.2479
1114.013672 71.763 -148.2434
1114.379883 71.762 -148.2130
1114.746094 71.764 -148.1737
1115.112305 71.771 -148.1481
1115.478516 71.778 -148.1492
1115.844727 71.783 -148.1720
1116.210938 71.784 -148.1985
1116.577148 71.783 -148.2103
1116.943359 71.782 -148.2006
1117.309570 71.783 -148.1772
1117.675781 71.786 -148.1557
1118.041992 71.791 -148.1481
1118.408203 71.796 -148.1553
1118.774414 71.798 -148.1680
1119.140625 71.798 -148.1737
1119.506836 71.798 -148.1645
1119.873047 71.799 -148.1413
1120.239258 71.801 -148.1120
1120.605469 71.806 -148.0870
1120.971680 71.812 -148.0739
1121.337891 71.818 -148.0736
1121.704102 71.822 -148.0812
1122.070312 71.824 -148.0879
1122.436523 71.825 -148.0857
1122.802734 71.826 -148.0719
1123.168945 71.829 -148.0508
1123.535156 71.833 -148.0312
1123.901367 71.839 -148.0226
1124.267578 71.845 -148.0294
1124.633789 71.850 -148.0484
