x	Curve1













20.1267	36.3998
20.4177	36.3795
20.7129	36.3597
21.0123	36.3408
21.3161	36.323
21.6243	36.3069
21.937	36.2928
22.2541	36.2809
22.5759	36.2715
22.9023	36.2646
23.2334	36.2602
23.5693	36.2584
23.91	36.2592
24.256	36.263
24.606	36.2703
24.962	36.282
25.323	36.2978
25.689	36.3146
26.061	36.3288
26.437	36.3382
26.82	36.3423
27.207	36.3416
27.601	36.3368
28	36.3289
28.405	36.3191
28.815	36.3078
29.232	36.2958
29.654	36.2832
30.083	36.2703
30.518	36.2575
30.959	36.245
31.407	36.233
31.861	36.222
32.322	36.2122
32.789	36.2045
33.263	36.1995
33.744	36.1977
34.232	36.1991
34.727	36.2032
35.229	36.2092
35.738	36.2149
36.255	36.2176
36.779	36.2144
37.311	36.2047
37.85	36.19
38.397	36.1719
38.953	36.1516
39.516	36.1301
40.087	36.1085
40.667	36.0876
41.255	36.068
41.851	36.0496
42.456	36.0324
43.07	36.016
43.693	36.0006
44.324	35.986
44.965	35.972
45.615	35.9586
46.275	35.9451
46.944	35.9307
47.623	35.9148
48.311	35.8966
49.01	35.8754
49.718	35.8509
50.437	35.8229
51.166	35.7919
51.906	35.7584
52.656	35.7229
53.418	35.6859
54.19	35.6477
54.973	35.6086
55.768	35.5694
56.574	35.5313
57.392	35.4952
58.222	35.4609
59.064	35.428
59.918	35.396
60.784	35.3646
61.663	35.3336
62.554	35.3028
63.459	35.2721
64.376	35.2414
65.307	35.2106
66.251	35.1797
67.209	35.1486
68.181	35.1173
69.167	35.0858
70.167	35.0538
71.181	35.0215
72.21	34.9886
73.254	34.9551
74.313	34.9207
75.388	34.8853
76.478	34.8484
77.583	34.8096
78.705	34.7687
79.843	34.7254
80.997	34.6795
82.168	34.6312
83.356	34.583
84.561	34.5502
85.784	34.5216
87.024	34.4819
88.282	34.4365
89.559	34.3877
90.854	34.3369
92.167	34.2845
93.5	34.2309
94.852	34.1765
96.223	34.1214
97.614	34.0659
99.025	34.0101
100.457	33.9539
101.909	33.8975
103.383	33.8409
104.878	33.7842
106.394	33.7273
107.932	33.6703
109.493	33.6131
111.076	33.5559
112.682	33.4986
114.311	33.4413
115.963	33.3839
117.64	33.3265
119.341	33.2691
121.066	33.2116
122.816	33.1542
124.592	33.0968
126.393	33.0395
128.221	32.9822
130.075	32.9251
131.955	32.8681
133.863	32.8114
135.798	32.7549
137.762	32.6987
139.754	32.6429
141.774	32.5875
143.824	32.5327
145.903	32.4785
148.013	32.4249
150.153	32.3719
152.323	32.3193
154.526	32.2671
156.76	32.2148
159.026	32.1624
161.325	32.1099
163.658	32.0573
166.024	32.0048
168.424	31.9525
170.859	31.9003
173.33	31.8485
175.836	31.797
178.378	31.7459
180.957	31.6953
183.573	31.6453
186.227	31.5961
188.92	31.5478
191.651	31.5006
194.422	31.455
197.233	31.4114
200.084	31.3702
202.977	31.3315
205.912	31.2956
208.889	31.2623
211.909	31.231
214.972	31.2009
218.08	31.1704
221.233	31.1385
224.432	31.1044
227.677	31.0682
230.969	31.0298
234.308	30.9891
237.7	30.945
241.13	30.8955
244.62	30.8278
248.15	30.7119
251.74	30.6572
