* Measurement data measured by REW V5.20.8
* Source: C:\Users\DABKING\Downloads\wf1000xm4L.csv
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 6. 20 ¿ÀÈÄ 10:04:10
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Downloads\wf1000xm4L.csv Format: Comma/Tab/Space delimited data 720 values loaded, 11 Hz to 21,891 Hz log spaced
* Measurement: wf1000xm4L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	66.455
20.299999	66.530
20.600000	66.592
20.900000	66.645
21.200001	66.688
21.400000	66.713
21.799999	66.756
22.000000	66.773
22.400000	66.803
22.700001	66.831
23.000000	66.870
23.299999	66.910
23.600000	66.942
24.000000	66.985
24.299999	67.021
24.700001	67.067
25.000000	67.097
25.400000	67.135
25.799999	67.175
26.200001	67.215
26.500000	67.244
26.900000	67.274
27.200001	67.292
27.600000	67.310
28.000000	67.323
28.500000	67.326
29.000000	67.322
29.500000	67.322
30.000000	67.317
30.400000	67.304
30.700001	67.299
31.100000	67.301
31.500000	67.304
32.000000	67.301
32.500000	67.304
33.000000	67.310
33.500000	67.310
34.000000	67.307
34.500000	67.303
35.000000	67.299
35.500000	67.295
36.000000	67.289
36.500000	67.279
37.000000	67.265
37.500000	67.244
38.200001	67.215
38.700001	67.208
39.500000	67.185
40.000000	67.162
40.599998	67.136
41.200001	67.101
41.799999	67.064
42.500000	67.033
43.099998	67.020
43.700001	67.017
44.400002	67.021
45.000000	67.024
45.500000	67.024
46.200001	67.019
46.799999	67.012
47.500000	67.004
48.200001	67.000
48.700001	66.996
49.400002	66.976
50.000000	66.948
50.799999	66.910
51.500000	66.873
52.200001	66.843
53.000000	66.829
53.799999	66.827
54.500000	66.829
55.200001	66.832
56.000000	66.836
57.000000	66.836
58.000000	66.819
59.000000	66.784
60.000000	66.752
60.799999	66.734
61.500000	66.725
62.200001	66.719
63.000000	66.714
64.000000	66.715
65.000000	66.732
66.000000	66.759
67.000000	66.786
68.000000	66.811
69.000000	66.822
70.000000	66.819
71.000000	66.822
72.000000	66.830
73.000000	66.838
74.000000	66.852
75.000000	66.863
76.199997	66.853
77.500000	66.803
78.800003	66.718
80.000000	66.618
81.199997	66.502
82.500000	66.384
83.800003	66.302
85.000000	66.257
86.199997	66.221
87.500000	66.182
88.500000	66.150
90.000000	66.096
91.199997	66.054
92.500000	66.022
93.800003	66.012
95.000000	66.021
96.199997	66.039
97.500000	66.061
98.800003	66.079
100.000000	66.091
101.500000	66.109
103.000000	66.140
104.400002	66.184
106.000000	66.236
107.500000	66.264
109.000000	66.265
110.599998	66.245
112.000000	66.223
113.800003	66.212
115.000000	66.218
117.199997	66.228
118.000000	66.223
120.599998	66.182
122.000000	66.156
124.099998	66.137
125.000000	66.135
126.500000	66.135
128.000000	66.128
131.500000	66.065
132.000000	66.055
134.000000	66.035
136.000000	66.034
138.000000	66.023
140.000000	65.982
143.000000	65.896
145.000000	65.853
147.500000	65.792
150.000000	65.692
152.500000	65.565
155.000000	65.448
157.500000	65.337
160.000000	65.262
162.500000	65.362
165.000000	65.707
167.500000	66.179
170.000000	66.583
172.500000	66.815
175.000000	66.913
177.500000	66.937
180.000000	66.907
182.500000	66.836
185.000000	66.748
187.500000	66.658
190.000000	66.568
192.500000	66.493
195.000000	66.454
197.500000	66.431
200.000000	66.397
203.000000	66.343
206.000000	66.293
209.000000	66.231
212.000000	66.151
214.000000	66.104
218.000000	66.025
220.000000	65.977
224.000000	65.877
227.000000	65.814
230.000000	65.744
233.000000	65.662
236.000000	65.585
240.000000	65.476
243.000000	65.386
247.000000	65.284
250.000000	65.205
254.000000	65.096
258.000000	65.023
262.000000	65.000
265.000000	65.012
269.000000	65.026
272.000000	65.016
276.000000	64.982
280.000000	64.932
285.000000	64.858
290.000000	64.776
295.000000	64.682
300.000000	64.580
304.000000	64.490
307.000000	64.426
311.000000	64.341
315.000000	64.264
320.000000	64.185
325.000000	64.119
330.000000	64.060
335.000000	64.007
340.000000	63.958
345.000000	63.909
350.000000	63.849
355.000000	63.786
360.000000	63.739
365.000000	63.701
370.000000	63.660
375.000000	63.621
382.000000	63.584
387.000000	63.568
395.000000	63.549
400.000000	63.539
406.000000	63.530
412.000000	63.528
418.000000	63.531
425.000000	63.538
431.000000	63.540
437.000000	63.546
444.000000	63.551
450.000000	63.557
455.000000	63.571
462.000000	63.594
468.000000	63.618
475.000000	63.664
482.000000	63.715
487.000000	63.737
494.000000	63.749
500.000000	63.761
508.000000	63.780
515.000000	63.796
522.000000	63.830
530.000000	63.892
538.000000	63.952
545.000000	63.990
552.000000	64.020
560.000000	64.060
570.000000	64.119
580.000000	64.161
590.000000	64.181
600.000000	64.212
608.000000	64.261
615.000000	64.312
622.000000	64.358
630.000000	64.402
640.000000	64.450
650.000000	64.485
660.000000	64.516
670.000000	64.557
680.000000	64.600
690.000000	64.633
700.000000	64.665
710.000000	64.701
720.000000	64.730
730.000000	64.759
740.000000	64.797
750.000000	64.835
762.000000	64.873
775.000000	64.912
788.000000	64.956
800.000000	64.996
812.000000	65.025
825.000000	65.052
838.000000	65.089
850.000000	65.118
862.000000	65.138
875.000000	65.162
885.000000	65.187
900.000000	65.223
912.000000	65.254
925.000000	65.288
938.000000	65.320
950.000000	65.342
962.000000	65.363
975.000000	65.392
988.000000	65.428
1000.000000	65.456
1015.000000	65.486
1030.000000	65.515
1044.000000	65.537
1060.000000	65.557
1075.000000	65.574
1090.000000	65.593
1106.000000	65.617
1120.000000	65.634
1138.000000	65.652
1150.000000	65.664
1172.000000	65.672
1180.000000	65.672
1206.000000	65.668
1220.000000	65.655
1241.000000	65.628
1250.000000	65.618
1265.000000	65.611
1280.000000	65.630
1315.000000	65.801
1320.000000	65.830
1340.000000	65.937
1360.000000	66.024
1380.000000	66.075
1400.000000	66.098
1430.000000	66.122
1450.000000	66.142
1475.000000	66.188
1500.000000	66.245
1525.000000	66.295
1550.000000	66.344
1575.000000	66.405
1600.000000	66.474
1625.000000	66.548
1650.000000	66.624
1675.000000	66.711
1700.000000	66.815
1725.000000	66.930
1750.000000	67.050
1775.000000	67.170
1800.000000	67.289
1825.000000	67.412
1850.000000	67.546
1875.000000	67.688
1900.000000	67.831
1925.000000	67.976
1950.000000	68.125
1975.000000	68.278
2000.000000	68.430
2030.000000	68.604
2060.000000	68.782
2090.000000	68.970
2120.000000	69.156
2140.000000	69.272
2180.000000	69.494
2200.000000	69.603
2240.000000	69.809
2270.000000	69.950
2300.000000	70.074
2330.000000	70.184
2360.000000	70.282
2400.000000	70.398
2430.000000	70.478
2470.000000	70.564
2500.000000	70.611
2540.000000	70.663
2580.000000	70.700
2620.000000	70.719
2650.000000	70.732
2690.000000	70.753
2720.000000	70.761
2760.000000	70.757
2800.000000	70.746
2850.000000	70.739
2900.000000	70.744
2950.000000	70.752
3000.000000	70.776
3040.000000	70.805
3070.000000	70.826
3110.000000	70.852
3150.000000	70.887
3200.000000	70.952
3250.000000	71.021
3300.000000	71.076
3350.000000	71.124
3400.000000	71.174
3450.000000	71.227
3500.000000	71.266
3550.000000	71.282
3600.000000	71.287
3650.000000	71.288
3700.000000	71.269
3750.000000	71.220
3820.000000	71.110
3870.000000	71.009
3950.000000	70.790
4000.000000	70.558
4060.000000	70.256
4120.000000	70.471
4180.000000	70.982
4250.000000	71.055
4310.000000	70.776
4370.000000	70.497
4440.000000	70.230
4500.000000	70.045
4550.000000	69.917
4620.000000	69.764
4680.000000	69.638
4750.000000	69.479
4820.000000	69.329
4870.000000	69.229
4940.000000	69.087
5000.000000	68.965
5080.000000	68.813
5150.000000	68.685
5220.000000	68.554
5300.000000	68.399
5380.000000	68.249
5450.000000	68.126
5520.000000	68.008
5600.000000	67.866
5700.000000	67.686
5800.000000	67.507
5900.000000	67.329
6000.000000	67.176
6080.000000	67.058
6150.000000	66.964
6220.000000	66.879
6300.000000	66.788
6400.000000	66.686
6500.000000	66.617
6600.000000	66.567
6700.000000	66.536
6800.000000	66.551
6900.000000	66.625
7000.000000	66.750
7100.000000	66.934
7200.000000	67.198
7300.000000	67.571
7400.000000	68.026
7500.000000	68.496
7620.000000	68.991
7750.000000	69.268
7880.000000	69.110
8000.000000	68.576
8120.000000	67.790
8250.000000	66.853
8380.000000	65.977
8500.000000	65.296
8620.000000	64.725
8750.000000	64.180
8850.000000	63.834
9000.000000	63.468
9120.000000	63.248
9250.000000	63.094
9380.000000	63.029
9500.000000	62.983
9620.000000	62.928
9750.000000	62.888
9880.000000	62.857
10000.000000	62.817
10150.000000	62.762
10300.000000	62.702
10440.000000	62.621
10600.000000	62.495
10750.000000	62.325
10900.000000	62.031
11060.000000	61.650
11200.000000	61.368
11380.000000	61.018
11500.000000	60.745
11720.000000	60.243
11800.000000	60.078
12060.000000	59.816
12200.000000	60.181
12410.000000	61.845
12500.000000	62.789
12650.000000	64.205
12800.000000	65.112
13150.000000	65.166
13200.000000	65.000
13400.000000	64.151
13600.000000	63.379
13800.000000	63.110
14000.000000	63.413
14300.000000	64.498
14500.000000	65.471
14750.000000	66.766
15000.000000	67.789
15250.000000	68.047
15500.000000	67.272
15750.000000	65.735
16000.000000	64.108
16250.000000	62.880
16500.000000	62.170
16750.000000	61.967
17000.000000	62.167
17250.000000	62.637
17500.000000	63.156
17750.000000	63.405
18000.000000	63.188
18250.000000	62.456
18500.000000	61.262
18750.000000	59.755
19000.000000	58.117
19250.000000	56.526
19500.000000	55.010
19750.000000	53.355
20000.000000	51.199
